,sbj,rt,ch,value_diff,gaze_diff,right
353,3,1.5900001640915329,1.0,-2.0,-1.0,0
354,3,1.25400016409157,0.0,4.0,0.0,0
355,3,0.8410001640915876,2.0,0.0,0.5,1
356,3,0.7000001640915875,2.0,8.0,0.5,1
357,3,0.8840001640915877,1.0,-4.0,-1.0,0
358,3,0.9040001640915877,0.0,-2.0,-0.25,0
359,3,2.2240001640914633,1.0,-2.0,-1.0,0
360,3,1.4270001640915508,2.0,-2.0,-0.25,1
361,3,1.25300016409157,0.0,4.0,-1.0,0
362,3,1.135000164091583,2.0,8.0,-0.25,1
363,3,1.6550001640915257,2.0,2.0,0.0,1
364,3,2.770000164091403,2.0,2.0,-0.5,1
365,3,1.0780001640915877,2.0,4.0,-0.25,1
366,3,3.097000164091367,0.0,2.0,-0.25,0
367,3,0.9460001640915877,1.0,-4.0,-1.0,0
368,4,2.5353862035272967,1.0,0.0,-0.25,0
369,4,1.5183862035274085,2.0,4.0,-0.25,1
370,4,2.206386203527333,0.0,2.0,-0.5,0
371,4,2.459386203527305,2.0,-2.0,0.0,1
372,4,2.0743862035273475,1.0,-4.0,-0.5,0
373,4,2.23338620352733,1.0,-2.0,-0.75,0
374,4,2.5563862035272944,0.0,-2.0,-0.25,0
375,4,3.0013862035272454,1.0,-2.0,-0.5,0
376,4,1.95838620352736,1.0,0.0,-0.5,0
377,4,2.7213862035272762,2.0,-2.0,-0.25,1
378,4,2.7623862035272717,1.0,-2.0,-0.75,0
379,4,1.1713862035274467,2.0,2.0,0.0,1
380,4,1.877386203527369,0.0,4.0,-0.25,0
381,4,2.4303862035273083,0.0,-2.0,-0.75,0
382,4,3.4093862035272005,0.0,-2.0,-0.75,0
383,4,0.9883862035274512,2.0,4.0,-0.5,1
384,4,4.2693862035271675,1.0,0.0,-0.5,0
385,4,4.225386203527153,1.0,-2.0,-0.75,0
386,4,1.6743862035273913,1.0,-4.0,-0.75,0
387,4,3.213386203527222,0.0,0.0,-0.25,0
388,4,1.2253862035274408,2.0,4.0,0.0,1
389,4,1.8103862035273763,0.0,2.0,-0.5,0
390,4,1.5753862035274022,1.0,-2.0,-0.5,0
391,4,1.1983862035274437,2.0,6.0,0.25,1
392,4,1.8733862035273694,1.0,6.0,-0.5,0
393,4,1.705386203527388,2.0,6.0,0.0,1
394,4,3.204386203527223,0.0,-2.0,-0.5,0
395,4,1.8483862035273722,0.0,-2.0,-0.5,0
396,4,1.1713862035274467,2.0,2.0,0.0,1
397,4,2.5273862035272976,1.0,0.0,-0.5,0
398,4,1.8003862035273774,0.0,2.0,-0.5,0
399,4,3.820386203527155,2.0,2.0,-0.25,1
400,4,1.5823862035274014,1.0,-2.0,-0.25,0
401,4,1.9163862035273647,1.0,-6.0,-0.5,0
402,4,2.9113862035272553,0.0,0.0,-0.5,0
403,4,2.104386203527344,2.0,2.0,-0.25,1
404,4,2.459386203527305,1.0,6.0,-0.5,0
405,4,1.169386203527447,0.0,-2.0,-0.5,0
406,4,1.8693862035273698,1.0,0.0,-0.5,0
407,4,2.091386203527345,1.0,-2.0,-0.75,0
408,4,1.3553862035274264,0.0,-2.0,-0.25,0
409,4,1.0463862035274514,2.0,6.0,0.0,1
410,4,3.705386203527168,0.0,-4.0,-0.5,0
411,4,1.667386203527392,0.0,-4.0,-0.25,0
412,4,2.0153862035273535,0.0,0.0,0.0,0
413,4,1.8453862035273725,1.0,-4.0,-0.75,0
414,4,5.083386203527439,0.0,2.0,-0.5,0
415,4,2.5033862035273002,1.0,-4.0,-0.25,0
416,4,2.6373862035272855,1.0,0.0,-0.25,0
417,4,2.0363862035273517,1.0,-4.0,-0.5,0
418,4,1.9543862035273605,2.0,6.0,-0.25,1
419,4,2.7713862035272707,0.0,2.0,-0.5,0
420,4,2.640386203527285,0.0,-2.0,-0.25,0
421,4,1.9723862035273585,1.0,2.0,-0.25,0
422,4,1.5533862035274046,1.0,-4.0,-0.75,0
423,4,5.189386203527475,0.0,0.0,-0.25,0
424,4,2.469386203527304,2.0,2.0,-0.25,1
425,4,3.5383862035271862,1.0,4.0,-0.75,0
426,4,1.5293862035274073,2.0,2.0,-0.5,1
427,4,2.7083862035272777,2.0,2.0,-0.25,1
428,4,1.8393862035273731,2.0,0.0,-0.5,1
429,4,1.767386203527381,1.0,-2.0,-0.5,0
430,4,2.515386203527299,2.0,6.0,-0.25,1
431,4,1.4193862035274194,2.0,0.0,-0.25,1
432,4,2.6003862035272896,1.0,-2.0,-0.75,0
433,4,2.9633862035272496,2.0,2.0,-0.25,1
434,4,2.485386203527302,1.0,2.0,-0.25,0
435,4,3.4173862035271996,1.0,2.0,-0.5,0
436,4,1.7513862035273828,1.0,-4.0,-0.75,0
437,4,1.4633862035274146,1.0,-2.0,-0.5,0
438,4,1.9913862035273564,0.0,0.0,-0.75,0
439,4,2.885386203527258,0.0,2.0,-1.0,0
440,4,2.3393862035273183,2.0,4.0,-0.25,1
441,4,2.8193862035272654,1.0,-2.0,-0.5,0
442,4,2.3733862035273146,1.0,2.0,-0.5,0
443,4,1.9873862035273568,0.0,2.0,-0.25,0
444,4,3.2733862035272154,1.0,-4.0,-0.75,0
445,4,2.307386203527322,1.0,-2.0,0.0,0
446,4,2.4803862035273028,2.0,4.0,-0.25,1
447,4,1.1813862035274456,1.0,-2.0,-0.5,0
448,4,3.5443862035271856,1.0,-4.0,-0.25,0
449,4,2.642386203527285,2.0,0.0,0.0,1
450,4,1.4213862035274192,2.0,0.0,0.25,1
451,4,2.027386203527352,1.0,2.0,-0.75,0
452,4,1.6813862035273905,1.0,-6.0,-0.25,0
453,4,1.1543862035274486,0.0,0.0,-0.25,0
454,4,2.8833862035272584,0.0,-2.0,-0.75,0
455,4,2.3533862035273168,0.0,-4.0,-0.25,0
456,4,3.50238620352719,2.0,4.0,0.0,1
457,4,1.667386203527392,1.0,-2.0,-0.5,0
458,4,2.894386203527257,1.0,-2.0,-0.5,0
459,4,3.7973862035271577,1.0,-2.0,-0.5,0
460,4,3.4913862035271914,2.0,2.0,-0.25,1
461,4,1.3673862035274251,2.0,4.0,-0.5,1
462,4,2.0183862035273537,1.0,-2.0,-0.75,0
463,4,2.432386203527308,0.0,-2.0,-0.5,0
464,4,2.055386203527349,1.0,0.0,-0.25,0
465,4,1.0943862035274514,0.0,4.0,-0.25,0
466,4,1.713386203527387,2.0,0.0,-0.25,1
467,4,2.249386203527328,0.0,2.0,-0.5,0
468,5,3.9063248271939326,1.0,-2.0,-0.75,0
469,5,2.484324827194089,2.0,2.0,-0.25,1
470,5,1.4363248271942044,1.0,-2.0,-0.5,0
471,5,3.3333248271939957,2.0,4.0,0.25,1
472,5,4.916324827194075,1.0,0.0,-0.75,0
473,5,2.1313248271941276,0.0,0.0,-0.75,0
474,5,2.512324827194086,1.0,0.0,-1.0,0
475,5,1.848324827194159,1.0,0.0,-0.5,0
476,5,3.0253248271940296,0.0,-4.0,-0.75,0
477,5,2.412324827194097,0.0,-2.0,-0.5,0
478,5,2.814324827194053,1.0,-4.0,-0.25,0
479,5,3.6693248271939587,2.0,4.0,-0.25,1
480,5,3.6913248271939563,0.0,4.0,-0.25,0
481,5,2.135324827194127,0.0,-2.0,-0.75,0
482,5,2.173324827194123,0.0,-4.0,-0.75,0
483,5,2.3623248271941026,2.0,2.0,-0.5,1
484,5,1.876324827194156,1.0,-4.0,-1.0,0
485,5,2.5473248271940823,2.0,2.0,-0.25,1
486,5,3.3243248271939967,1.0,-4.0,-1.0,0
487,5,2.9973248271940327,2.0,-2.0,-0.75,1
488,5,1.74832482719417,2.0,4.0,0.25,1
489,5,1.5823248271941883,1.0,0.0,-0.5,0
490,5,5.35032482719422,2.0,-2.0,-0.25,1
491,5,3.4433248271939836,2.0,4.0,-0.5,1
492,5,5.784324827194365,0.0,4.0,-0.5,0
493,5,3.0983248271940216,1.0,-4.0,-1.0,0
494,5,1.9773248271941448,0.0,-4.0,-1.0,0
495,5,2.367324827194102,2.0,0.0,-0.75,1
496,5,3.1443248271940165,2.0,2.0,-0.25,1
497,5,2.6833248271940673,2.0,4.0,-0.25,1
498,5,2.2463248271941154,2.0,2.0,0.0,1
