,sbj,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,rt_max,choice_0,choice_1,choice_2,Right Value - Mean Other Value,gaze diff,Dwell Time Advantage (R - O)
89,0,89,0.706,2,1,2,3,0.1880877742946708,0.0,0.8119122257053292,2.1436772137361824,0,0,1,2.0,7.0,0.75
90,0,90,0.748,2,1,3,7,0.3486842105263157,0.1732456140350877,0.4780701754385965,2.1436772137361824,0,0,1,6.0,4.0,0.0
91,0,91,1.246,1,1,3,2,0.4144254278728606,0.3655256723716381,0.2200488997555012,2.1436772137361824,0,1,0,0.0,1.0,-0.75
92,0,92,0.974,2,1,3,2,0.0304878048780487,0.423780487804878,0.5457317073170732,2.1436772137361824,0,0,1,0.0,4.0,0.0
93,0,93,0.988,2,1,3,2,0.3323170731707317,0.1524390243902439,0.5152439024390244,2.1436772137361824,0,0,1,0.0,4.0,0.0
94,0,94,1.115,0,7,2,3,0.3751568381430364,0.2496863237139272,0.3751568381430364,2.1436772137361824,1,0,0,-2.0,3.0,-0.25
95,0,95,1.164,2,2,1,3,0.4421052631578947,0.2327485380116959,0.3251461988304093,2.1436772137361824,0,0,1,2.0,2.0,-0.5
96,0,96,1.633,0,3,1,2,0.4415458937198067,0.1352657004830917,0.4231884057971014,2.1436772137361824,1,0,0,0.0,3.0,-0.25
97,0,97,1.328,0,3,2,1,0.4891732283464567,0.3533464566929133,0.1574803149606299,2.1436772137361824,1,0,0,-2.0,1.0,-0.75
98,0,98,0.779,2,3,1,7,0.2887828162291169,0.0,0.711217183770883,2.1436772137361824,0,0,1,6.0,6.0,0.5
99,0,99,2.107,1,1,3,2,0.1360544217687075,0.5429808286951144,0.3209647495361781,2.1436772137361824,0,1,0,0.0,2.0,-0.5
100,1,0,2.925,0,5,1,3,0.5221518987341772,0.2974683544303797,0.180379746835443,5.647017513769207,1,0,0,0.0,1.0,-0.75
101,1,1,2.889,1,1,6,5,0.3563318777292576,0.4606986899563319,0.1829694323144104,5.647017513769207,0,1,0,2.0,1.0,-0.75
102,1,2,1.837,0,8,5,2,0.5820584144645341,0.1954102920723226,0.2225312934631432,5.647017513769207,1,0,0,-4.0,2.0,-0.5
103,1,3,5.113,2,4,2,5,0.2906271072151045,0.2344347044279613,0.4749381883569341,5.647017513769207,0,0,1,2.0,4.0,0.0
104,1,4,2.993,0,4,3,2,0.3481814466693911,0.4642419288925214,0.1875766244380874,5.647017513769207,1,0,0,-2.0,1.0,-0.75
105,1,5,2.154,0,6,3,1,0.3834498834498834,0.2325174825174825,0.384032634032634,5.647017513769207,1,0,0,-4.0,3.0,-0.25
106,1,6,1.634,1,1,6,4,0.1967078189300411,0.376954732510288,0.4263374485596707,5.647017513769207,0,1,0,0.0,3.0,-0.25
107,1,8,1.251,1,2,6,4,0.4627594627594628,0.2197802197802197,0.3174603174603174,5.647017513769207,0,1,0,0.0,2.0,-0.5
108,1,9,2.723,0,3,1,6,0.3331643002028397,0.2119675456389452,0.454868154158215,5.647017513769207,1,0,0,4.0,4.0,0.0
109,1,11,2.648,1,3,8,1,0.2198795180722891,0.4497991967871486,0.3303212851405622,5.647017513769207,0,1,0,-4.0,2.0,-0.5
110,1,12,1.577,1,2,6,1,0.2769991755976916,0.4427040395713108,0.2802967848309975,5.647017513769207,0,1,0,-4.0,2.0,-0.5
111,1,13,1.741,1,2,6,4,0.3128282070517629,0.4178544636159039,0.2693173293323331,5.647017513769207,0,1,0,0.0,2.0,-0.5
112,1,14,2.421,0,6,5,1,0.438300051203277,0.3778801843317972,0.1838197644649257,5.647017513769207,1,0,0,-4.0,1.0,-0.75
113,1,15,1.589,1,2,5,1,0.3269896193771626,0.3633217993079585,0.3096885813148789,5.647017513769207,0,1,0,-2.0,2.0,-0.5
114,1,16,3.724,1,5,6,4,0.807990089811087,0.1186125735521833,0.0733973366367296,5.647017513769207,0,1,0,-2.0,0.0,-1.0
115,1,17,3.211,2,4,1,5,0.2736552807224185,0.1173930113859442,0.6089517078916372,5.647017513769207,0,0,1,2.0,5.0,0.25
116,1,18,2.486,2,6,2,8,0.5813047711781889,0.1168451801363193,0.3018500486854917,5.647017513769207,0,0,1,4.0,2.0,-0.5
117,1,19,2.323,1,2,6,4,0.1244119184526921,0.6675378985886042,0.2080501829587036,5.647017513769207,0,1,0,0.0,1.0,-0.75
118,1,20,3.523,2,3,4,5,0.3895224518888097,0.2202423378474697,0.3902352102637206,5.647017513769207,0,0,1,2.0,3.0,-0.25
119,1,21,1.406,1,3,4,1,0.3772511848341232,0.3582938388625592,0.2644549763033175,5.647017513769207,0,1,0,-2.0,2.0,-0.5
120,1,22,5.013,1,1,6,4,0.2487954445904511,0.3232588699080158,0.427945685501533,5.647017513769207,0,1,0,0.0,3.0,-0.25
121,1,23,4.202,1,1,3,2,0.3546223388743074,0.2907553222513852,0.3546223388743074,5.647017513769207,0,1,0,0.0,3.0,-0.25
122,1,24,1.823,0,4,1,2,0.3247041420118343,0.4541420118343195,0.2211538461538461,5.647017513769207,1,0,0,0.0,1.0,-0.75
123,1,25,1.274,1,3,6,4,0.365079365079365,0.3174603174603174,0.3174603174603174,5.647017513769207,0,1,0,0.0,2.0,-0.5
124,1,26,1.347,2,3,1,5,0.2764140875133404,0.3191035218783351,0.4044823906083244,5.647017513769207,0,0,1,4.0,3.0,-0.25
125,1,27,2.246,0,6,3,1,0.2838792549775208,0.4091201027617213,0.3070006422607578,5.647017513769207,1,0,0,-4.0,2.0,-0.5
126,1,28,1.323,0,4,2,3,0.2609170305676856,0.2390829694323144,0.5,5.647017513769207,1,0,0,0.0,4.0,0.0
127,1,29,2.782,1,4,10,8,0.1563807531380753,0.4267782426778242,0.4168410041841004,5.647017513769207,0,1,0,2.0,3.0,-0.25
128,1,30,1.75,1,6,2,5,0.2085521380345086,0.4786196549137284,0.3128282070517629,5.647017513769207,0,1,0,2.0,2.0,-0.5
129,1,31,2.167,0,8,2,1,0.644927536231884,0.2329988851727982,0.1220735785953177,5.647017513769207,1,0,0,-4.0,1.0,-0.75
130,1,32,1.533,2,2,1,6,0.294987674609696,0.2300739523418241,0.4749383730484798,5.647017513769207,0,0,1,4.0,4.0,0.0
131,1,33,2.515,1,1,5,4,0.0780814277746793,0.7668711656441718,0.1550474065811489,5.647017513769207,0,1,0,2.0,1.0,-0.75
132,1,34,2.47,1,4,5,1,0.339688911189162,0.2900150526843953,0.3702960361264426,5.647017513769207,0,1,0,-4.0,3.0,-0.25
133,1,35,1.939,2,5,3,10,0.2657342657342657,0.277177368086459,0.4570883661792753,5.647017513769207,0,0,1,6.0,4.0,0.0
134,1,36,1.28,0,8,1,2,0.3246187363834422,0.3278867102396514,0.3474945533769063,5.647017513769207,1,0,0,-2.0,3.0,-0.25
135,1,37,3.113,1,5,2,1,0.5293249723349318,0.3972703799336038,0.0734046477314644,5.647017513769207,0,1,0,-2.0,0.0,-1.0
136,1,38,2.58,0,2,5,6,0.2544094067343666,0.4901122394441475,0.2554783538214858,5.647017513769207,1,0,0,2.0,2.0,-0.5
137,1,39,2.004,0,3,5,2,0.4936467598475222,0.2407878017789072,0.2655654383735705,5.647017513769207,1,0,0,-2.0,2.0,-0.5
138,1,40,1.256,0,3,2,4,0.4128540305010893,0.2396514161220043,0.3474945533769063,5.647017513769207,1,0,0,2.0,3.0,-0.25
139,1,41,5.224,0,2,3,1,0.4593023255813953,0.2487080103359173,0.2919896640826873,5.647017513769207,1,0,0,-2.0,2.0,-0.5
140,1,42,1.718,1,2,4,5,0.1522094926350245,0.4075286415711948,0.4402618657937807,5.647017513769207,0,1,0,2.0,3.0,-0.25
141,1,43,2.432,0,3,2,1,0.4694197595399895,0.1981181390486147,0.3324621014113957,5.647017513769207,1,0,0,-2.0,2.0,-0.5
142,1,44,2.442,1,1,3,5,0.1684053651266766,0.395926477893691,0.4356681569796324,5.647017513769207,0,1,0,4.0,3.0,-0.25
143,1,45,0.886,0,8,3,2,0.4190871369294606,0.1659751037344398,0.4149377593360996,5.647017513769207,1,0,0,-4.0,3.0,-0.25
144,1,46,0.822,2,2,3,8,0.3082851637764932,0.1926782273603083,0.4990366088631984,5.647017513769207,0,0,1,6.0,4.0,0.0
145,1,47,1.91,2,3,1,6,0.3872659176029963,0.1048689138576779,0.5078651685393258,5.647017513769207,0,0,1,4.0,4.0,0.0
146,1,48,1.689,0,8,6,3,0.5374251497005988,0.1938622754491017,0.2687125748502994,5.647017513769207,1,0,0,-4.0,2.0,-0.5
147,1,49,1.937,2,4,2,1,0.2022828154724159,0.5453392517438174,0.2523779327837666,5.647017513769207,0,0,1,-2.0,2.0,-0.5
148,1,50,3.253,0,3,4,5,0.5148401826484018,0.0757229832572298,0.4094368340943683,5.647017513769207,1,0,0,2.0,3.0,-0.25
149,1,51,2.797,1,3,1,2,0.1987295825771325,0.3312159709618875,0.47005444646098,5.647017513769207,0,1,0,0.0,4.0,0.0
150,1,52,1.09,2,5,2,6,0.1758793969849246,0.2751256281407035,0.5489949748743719,5.647017513769207,0,0,1,2.0,4.0,0.0
151,1,53,1.248,2,4,6,8,0.2496863237139272,0.42534504391468,0.3249686323713927,5.647017513769207,0,0,1,4.0,2.0,-0.5
152,1,54,2.188,1,3,2,1,0.2700135685210312,0.55359565807327,0.1763907734056987,5.647017513769207,0,1,0,-2.0,1.0,-0.75
153,1,55,1.629,0,5,2,1,0.4601910828025478,0.285828025477707,0.2539808917197452,5.647017513769207,1,0,0,-2.0,2.0,-0.5
154,1,56,4.806,1,2,6,1,0.2848232848232848,0.2905405405405405,0.4246361746361746,5.647017513769207,0,1,0,-4.0,3.0,-0.25
155,1,57,1.313,2,6,2,3,0.1596306068601583,0.3944591029023747,0.445910290237467,5.647017513769207,0,0,1,-2.0,4.0,0.0
156,1,58,2.745,2,3,2,1,0.2491864249186424,0.2408182240818224,0.5099953509995351,5.647017513769207,0,0,1,-2.0,4.0,0.0
157,1,59,1.22,0,4,1,2,0.558926487747958,0.2555425904317386,0.1855309218203034,5.647017513769207,1,0,0,0.0,1.0,-0.75
158,1,60,3.373,0,3,1,5,0.3820146392471244,0.3816660857441617,0.2363192750087138,5.647017513769207,1,0,0,4.0,2.0,-0.5
159,1,61,0.99,2,5,6,10,0.0334448160535117,0.0,0.9665551839464884,5.647017513769207,0,0,1,4.0,8.0,1.0
160,1,62,0.956,2,4,5,10,0.4070631970260223,0.0,0.5929368029739777,5.647017513769207,0,0,1,6.0,5.0,0.25
161,1,63,2.821,2,2,1,5,0.3468879668049792,0.2726141078838174,0.3804979253112033,5.647017513769207,0,0,1,4.0,3.0,-0.25
162,1,64,2.449,0,5,3,2,0.4055666003976143,0.4657057654075546,0.128727634194831,5.647017513769207,1,0,0,-2.0,1.0,-0.75
163,1,65,1.725,0,8,6,2,0.5506190823015294,0.2032046613255644,0.246176256372906,5.647017513769207,1,0,0,-6.0,2.0,-0.5
164,1,66,1.636,1,1,10,2,0.2359932088285229,0.4083191850594228,0.3556876061120543,5.647017513769207,0,1,0,-4.0,3.0,-0.25
165,1,67,1.931,0,5,2,4,0.635685210312076,0.1078697421981004,0.2564450474898236,5.647017513769207,1,0,0,0.0,2.0,-0.5
166,1,68,1.59,0,6,4,5,0.5497907949790795,0.2,0.2502092050209205,5.647017513769207,1,0,0,0.0,2.0,-0.5
167,1,69,1.627,1,1,4,3,0.2416413373860182,0.5015197568389058,0.256838905775076,5.647017513769207,0,1,0,0.0,2.0,-0.5
168,1,70,1.712,1,5,6,3,0.3330798479087452,0.4851711026615969,0.1817490494296578,5.647017513769207,0,1,0,-2.0,1.0,-0.75
169,1,71,1.652,0,6,4,1,0.6342629482071713,0.2063745019920318,0.1593625498007968,5.647017513769207,1,0,0,-4.0,1.0,-0.75
170,1,72,3.151,2,1,5,6,0.1755461862782675,0.2215408202376389,0.6029129934840936,5.647017513769207,0,0,1,4.0,5.0,0.25
171,1,73,1.544,2,6,2,4,0.4075975359342916,0.2248459958932238,0.3675564681724846,5.647017513769207,0,0,1,0.0,3.0,-0.25
172,1,74,2.532,2,4,6,5,0.0885826771653543,0.5684055118110236,0.343011811023622,5.647017513769207,0,0,1,0.0,3.0,-0.25
173,1,75,1.199,2,3,1,8,0.1430274135876043,0.2634088200238379,0.5935637663885578,5.647017513769207,0,0,1,6.0,5.0,0.25
174,1,76,1.626,0,5,2,4,0.2898785425101214,0.2582995951417004,0.4518218623481781,5.647017513769207,1,0,0,0.0,4.0,0.0
175,1,77,2.711,1,3,8,5,0.3944069431051109,0.221311475409836,0.384281581485053,5.647017513769207,0,1,0,0.0,3.0,-0.25
176,1,78,1.443,2,1,3,4,0.1729468599033816,0.2695652173913043,0.557487922705314,5.647017513769207,0,0,1,2.0,5.0,0.25
177,1,79,1.529,2,2,6,3,0.236745886654479,0.4542961608775137,0.3089579524680073,5.647017513769207,0,0,1,-2.0,2.0,-0.5
178,1,80,1.521,1,2,6,5,0.2356164383561644,0.4557077625570776,0.308675799086758,5.647017513769207,0,1,0,2.0,2.0,-0.5
179,1,81,1.366,2,4,2,6,0.25,0.3326359832635983,0.4173640167364016,5.647017513769207,0,0,1,4.0,3.0,-0.25
180,1,82,1.473,0,2,4,5,0.6077199281867145,0.1247755834829443,0.2675044883303411,5.647017513769207,1,0,0,2.0,2.0,-0.5
181,1,83,2.773,0,6,1,3,0.4212007504690431,0.1960600375234521,0.3827392120075047,5.647017513769207,1,0,0,0.0,3.0,-0.25
182,1,84,1.842,0,5,4,3,0.4772200772200772,0.2154440154440154,0.3073359073359073,5.647017513769207,1,0,0,-2.0,2.0,-0.5
183,1,85,1.555,0,5,1,2,0.2115942028985507,0.4618357487922705,0.3265700483091787,5.647017513769207,1,0,0,-2.0,2.0,-0.5
184,1,86,1.566,1,1,6,2,0.338160136286201,0.2879045996592845,0.3739352640545145,5.647017513769207,0,1,0,-2.0,3.0,-0.25
185,1,87,0.946,2,5,2,10,0.24,0.162,0.598,5.647017513769207,0,0,1,6.0,5.0,0.25
186,1,88,0.925,2,3,4,8,0.2420091324200913,0.0,0.7579908675799086,5.647017513769207,0,0,1,4.0,6.0,0.5
187,1,89,2.98,0,3,1,4,0.2633814783347493,0.3725573491928632,0.3640611724723874,5.647017513769207,1,0,0,2.0,3.0,-0.25
188,1,90,1.649,2,6,2,3,0.2701195219123506,0.5553784860557769,0.1745019920318725,5.647017513769207,0,0,1,-2.0,1.0,-0.75
189,1,91,1.818,2,2,3,1,0.2778551532033426,0.2353760445682451,0.4867688022284122,5.647017513769207,0,0,1,-2.0,4.0,0.0
190,1,92,0.955,2,6,4,10,0.0,0.5865051903114187,0.4134948096885813,5.647017513769207,0,0,1,6.0,3.0,-0.25
