,sbj,Trial,rt,item_value_1,item_value_2,choice,DwellLeft,DwellRight,OV,rt_max,Right,gaze_1,gaze_2,diff,Overall Value,Right Value - Left Value,gaze diff,Dwell Time Advantage (R - L),Magnitude
78,0,95.0,0.804,4.0,1.0,0.0,339.0,219.0,5.0,3.794033043306947,0,0.6075268817204301,0.3924731182795699,3.0,5.0,-3.0,3.0,-0.25,Low
79,0,96.0,2.06,5.0,5.0,1.0,239.0,1594.0,10.0,3.794033043306947,1,0.1303873431533006,0.8696126568466994,0.0,10.0,0.0,7.0,0.75,High
80,0,97.0,1.042,1.0,5.0,1.0,458.0,216.0,6.0,3.794033043306947,1,0.6795252225519288,0.3204747774480712,4.0,6.0,4.0,2.0,-0.5,Low
81,0,98.0,0.844,8.0,10.0,1.0,180.0,359.0,18.0,3.794033043306947,1,0.3339517625231911,0.6660482374768089,2.0,18.0,2.0,5.0,0.25,High
82,0,99.0,0.898,4.0,3.0,1.0,260.0,378.0,7.0,3.794033043306947,1,0.4075235109717868,0.5924764890282131,1.0,7.0,-1.0,5.0,0.25,Low
83,0,100.0,0.964,2.0,2.0,0.0,278.0,438.0,4.0,3.794033043306947,0,0.388268156424581,0.611731843575419,0.0,4.0,0.0,5.0,0.25,Low
84,1,1.0,1.672,5.0,2.0,0.0,657.0,820.0,7.0,3.1278134449900943,0,0.4448205822613406,0.5551794177386594,3.0,7.0,-3.0,4.0,0.0,Low
85,1,2.0,1.748,9.0,8.0,0.0,498.0,764.0,17.0,3.1278134449900943,0,0.3946117274167987,0.6053882725832013,1.0,17.0,-1.0,5.0,0.25,High
86,1,3.0,2.104,7.0,10.0,1.0,476.0,1373.0,17.0,3.1278134449900943,1,0.2574364521362899,0.7425635478637101,3.0,17.0,3.0,6.0,0.5,High
87,1,5.0,2.94,0.0,5.0,0.0,1045.0,1623.0,5.0,3.1278134449900943,0,0.3916791604197901,0.6083208395802099,5.0,5.0,5.0,5.0,0.25,Low
88,1,8.0,1.77,2.0,7.0,1.0,535.0,940.0,9.0,3.1278134449900943,1,0.3627118644067796,0.6372881355932203,5.0,9.0,5.0,5.0,0.25,High
89,1,9.0,3.117,7.0,5.0,0.0,2126.0,716.0,12.0,3.1278134449900943,0,0.7480647431386348,0.2519352568613652,2.0,12.0,-2.0,2.0,-0.5,High
90,1,10.0,1.291,10.0,7.0,0.0,878.0,159.0,17.0,3.1278134449900943,0,0.8466730954676953,0.1533269045323047,3.0,17.0,-3.0,1.0,-0.75,High
91,1,11.0,1.846,2.0,2.0,1.0,649.0,942.0,4.0,3.1278134449900943,1,0.4079195474544311,0.5920804525455688,0.0,4.0,0.0,5.0,0.25,Low
92,1,12.0,1.844,2.0,7.0,0.0,1254.0,283.0,9.0,3.1278134449900943,0,0.8158750813272609,0.1841249186727391,5.0,9.0,5.0,1.0,-0.75,High
93,1,13.0,1.692,8.0,9.0,1.0,579.0,875.0,17.0,3.1278134449900943,1,0.3982118294360385,0.6017881705639615,1.0,17.0,1.0,5.0,0.25,High
94,1,14.0,2.767,4.0,9.0,1.0,1198.0,1313.0,13.0,3.1278134449900943,1,0.4771007566706491,0.5228992433293509,5.0,13.0,5.0,4.0,0.0,High
95,1,15.0,1.758,2.0,7.0,1.0,619.0,874.0,9.0,3.1278134449900943,1,0.4146014735432016,0.5853985264567984,5.0,9.0,5.0,5.0,0.25,High
96,1,16.0,1.847,1.0,2.0,0.0,1020.0,615.0,3.0,3.1278134449900943,0,0.6238532110091743,0.3761467889908257,1.0,3.0,1.0,3.0,-0.25,Low
97,1,18.0,1.128,8.0,10.0,0.0,714.0,202.0,18.0,3.1278134449900943,0,0.7794759825327511,0.2205240174672489,2.0,18.0,2.0,1.0,-0.75,High
98,1,21.0,0.995,8.0,10.0,0.0,420.0,377.0,18.0,3.1278134449900943,0,0.5269761606022585,0.4730238393977415,2.0,18.0,2.0,4.0,0.0,High
99,1,22.0,1.443,8.0,10.0,0.0,435.0,746.0,18.0,3.1278134449900943,0,0.3683319220999153,0.6316680779000847,2.0,18.0,2.0,5.0,0.25,High
100,1,25.0,1.292,3.0,1.0,0.0,399.0,398.0,4.0,3.1278134449900943,0,0.5006273525721455,0.4993726474278545,2.0,4.0,-2.0,4.0,0.0,Low
101,1,26.0,1.428,8.0,10.0,1.0,494.0,702.0,18.0,3.1278134449900943,1,0.4130434782608695,0.5869565217391305,2.0,18.0,2.0,5.0,0.25,High
102,1,27.0,1.898,10.0,7.0,0.0,1179.0,514.0,17.0,3.1278134449900943,0,0.6963969285292381,0.303603071470762,3.0,17.0,-3.0,2.0,-0.5,High
103,1,28.0,1.511,2.0,0.0,0.0,559.0,778.0,2.0,3.1278134449900943,0,0.4181002243829469,0.5818997756170531,2.0,2.0,-2.0,5.0,0.25,Low
104,1,30.0,2.185,10.0,10.0,1.0,835.0,1100.0,20.0,3.1278134449900943,1,0.4315245478036176,0.5684754521963824,0.0,20.0,0.0,5.0,0.25,High
105,1,31.0,1.453,10.0,10.0,1.0,494.0,760.0,20.0,3.1278134449900943,1,0.3939393939393939,0.6060606060606061,0.0,20.0,0.0,5.0,0.25,High
106,1,32.0,2.734,1.0,3.0,1.0,1396.0,978.0,4.0,3.1278134449900943,1,0.5880370682392586,0.4119629317607414,2.0,4.0,2.0,3.0,-0.25,Low
107,1,33.0,1.087,8.0,10.0,1.0,459.0,259.0,18.0,3.1278134449900943,1,0.6392757660167131,0.3607242339832869,2.0,18.0,2.0,3.0,-0.25,High
108,1,34.0,2.593,8.0,5.0,1.0,462.0,1891.0,13.0,3.1278134449900943,1,0.1963450913727157,0.8036549086272843,3.0,13.0,-3.0,7.0,0.75,High
109,1,36.0,1.338,9.0,5.0,0.0,600.0,558.0,14.0,3.1278134449900943,0,0.5181347150259067,0.4818652849740932,4.0,14.0,-4.0,4.0,0.0,High
110,1,37.0,1.472,5.0,9.0,1.0,496.0,718.0,14.0,3.1278134449900943,1,0.4085667215815486,0.5914332784184514,4.0,14.0,4.0,5.0,0.25,High
111,1,39.0,1.431,8.0,9.0,1.0,721.0,439.0,17.0,3.1278134449900943,1,0.621551724137931,0.378448275862069,1.0,17.0,1.0,3.0,-0.25,High
112,1,40.0,2.185,8.0,8.0,0.0,877.0,1077.0,16.0,3.1278134449900943,0,0.4488229273285568,0.5511770726714432,0.0,16.0,0.0,4.0,0.0,High
113,1,41.0,1.361,5.0,8.0,0.0,751.0,221.0,13.0,3.1278134449900943,0,0.772633744855967,0.2273662551440329,3.0,13.0,3.0,2.0,-0.5,High
114,1,42.0,1.603,4.0,8.0,1.0,301.0,1036.0,12.0,3.1278134449900943,1,0.225130890052356,0.774869109947644,4.0,12.0,4.0,6.0,0.5,High
115,1,43.0,0.945,9.0,7.0,0.0,719.0,0.0,16.0,3.1278134449900943,0,1.0,0.0,2.0,16.0,-2.0,0.0,-1.0,High
116,1,44.0,1.031,5.0,8.0,0.0,717.0,120.0,13.0,3.1278134449900943,0,0.8566308243727598,0.1433691756272401,3.0,13.0,3.0,1.0,-0.75,High
117,1,45.0,1.772,1.0,5.0,1.0,283.0,1238.0,6.0,3.1278134449900943,1,0.1860618014464168,0.8139381985535832,4.0,6.0,4.0,7.0,0.75,Low
118,1,47.0,2.003,3.0,5.0,1.0,558.0,1156.0,8.0,3.1278134449900943,1,0.3255542590431738,0.6744457409568262,2.0,8.0,2.0,6.0,0.5,High
119,1,48.0,1.016,7.0,9.0,1.0,400.0,399.0,16.0,3.1278134449900943,1,0.5006257822277848,0.4993742177722152,2.0,16.0,2.0,4.0,0.0,High
120,1,49.0,1.298,7.0,2.0,0.0,277.0,838.0,9.0,3.1278134449900943,0,0.2484304932735426,0.7515695067264574,5.0,9.0,-5.0,6.0,0.5,High
121,1,50.0,1.037,5.0,8.0,0.0,458.0,402.0,13.0,3.1278134449900943,0,0.5325581395348837,0.4674418604651162,3.0,13.0,3.0,4.0,0.0,High
122,1,52.0,2.179,2.0,7.0,1.0,1177.0,815.0,9.0,3.1278134449900943,1,0.5908634538152611,0.4091365461847389,5.0,9.0,5.0,3.0,-0.25,High
123,1,54.0,1.193,9.0,10.0,1.0,395.0,601.0,19.0,3.1278134449900943,1,0.3965863453815261,0.6034136546184738,1.0,19.0,1.0,5.0,0.25,High
124,1,55.0,1.082,4.0,8.0,1.0,295.0,578.0,12.0,3.1278134449900943,1,0.3379152348224513,0.6620847651775487,4.0,12.0,4.0,5.0,0.25,High
125,1,56.0,1.311,2.0,0.0,0.0,636.0,463.0,2.0,3.1278134449900943,0,0.5787079162875342,0.4212920837124659,2.0,2.0,-2.0,3.0,-0.25,Low
126,1,57.0,1.021,4.0,8.0,0.0,348.0,422.0,12.0,3.1278134449900943,0,0.4519480519480519,0.548051948051948,4.0,12.0,4.0,4.0,0.0,High
127,1,58.0,1.141,0.0,3.0,0.0,418.0,517.0,3.0,3.1278134449900943,0,0.4470588235294118,0.5529411764705883,3.0,3.0,3.0,4.0,0.0,Low
128,1,59.0,0.849,9.0,8.0,0.0,241.0,399.0,17.0,3.1278134449900943,0,0.3765625,0.6234375,1.0,17.0,-1.0,5.0,0.25,High
129,1,60.0,1.466,2.0,5.0,0.0,461.0,695.0,7.0,3.1278134449900943,0,0.3987889273356401,0.6012110726643599,3.0,7.0,3.0,5.0,0.25,Low
130,1,61.0,1.178,7.0,8.0,1.0,196.0,738.0,15.0,3.1278134449900943,1,0.2098501070663811,0.7901498929336188,1.0,15.0,1.0,7.0,0.75,High
131,1,63.0,0.854,8.0,8.0,0.0,339.0,280.0,16.0,3.1278134449900943,0,0.5476575121163166,0.4523424878836833,0.0,16.0,0.0,4.0,0.0,High
132,1,64.0,1.325,10.0,9.0,0.0,374.0,761.0,19.0,3.1278134449900943,0,0.3295154185022026,0.6704845814977973,1.0,19.0,-1.0,6.0,0.5,High
133,1,67.0,1.379,1.0,5.0,1.0,400.0,776.0,6.0,3.1278134449900943,1,0.3401360544217687,0.6598639455782312,4.0,6.0,4.0,5.0,0.25,Low
134,1,68.0,2.449,0.0,5.0,1.0,860.0,1351.0,5.0,3.1278134449900943,1,0.3889642695612845,0.6110357304387155,5.0,5.0,5.0,5.0,0.25,Low
135,1,69.0,1.111,1.0,5.0,1.0,459.0,438.0,6.0,3.1278134449900943,1,0.5117056856187291,0.4882943143812709,4.0,6.0,4.0,4.0,0.0,Low
136,1,70.0,2.38,7.0,4.0,0.0,837.0,1191.0,11.0,3.1278134449900943,0,0.4127218934911242,0.5872781065088757,3.0,11.0,-3.0,5.0,0.25,High
137,1,71.0,1.305,4.0,2.0,0.0,399.0,660.0,6.0,3.1278134449900943,0,0.376770538243626,0.623229461756374,2.0,6.0,-2.0,5.0,0.25,Low
138,1,73.0,1.279,7.0,7.0,1.0,222.0,851.0,14.0,3.1278134449900943,1,0.2068965517241379,0.7931034482758621,0.0,14.0,0.0,7.0,0.75,High
139,1,74.0,1.877,2.0,1.0,1.0,482.0,1192.0,3.0,3.1278134449900943,1,0.2879330943847072,0.7120669056152927,1.0,3.0,-1.0,6.0,0.5,Low
140,1,76.0,1.456,8.0,8.0,0.0,855.0,339.0,16.0,3.1278134449900943,0,0.7160804020100503,0.2839195979899497,0.0,16.0,0.0,2.0,-0.5,High
141,1,78.0,0.743,9.0,10.0,0.0,201.0,73.0,19.0,3.1278134449900943,0,0.7335766423357665,0.2664233576642336,1.0,19.0,1.0,2.0,-0.5,High
142,1,79.0,0.998,8.0,5.0,0.0,441.0,319.0,13.0,3.1278134449900943,0,0.5802631578947368,0.4197368421052631,3.0,13.0,-3.0,3.0,-0.25,High
143,1,81.0,1.639,2.0,1.0,0.0,575.0,803.0,3.0,3.1278134449900943,0,0.4172714078374456,0.5827285921625545,1.0,3.0,-1.0,5.0,0.25,Low
144,1,82.0,1.535,9.0,6.0,0.0,665.0,513.0,15.0,3.1278134449900943,0,0.5645161290322581,0.4354838709677419,3.0,15.0,-3.0,3.0,-0.25,High
145,1,84.0,1.103,10.0,5.0,1.0,229.0,597.0,15.0,3.1278134449900943,1,0.2772397094430993,0.7227602905569007,5.0,15.0,-5.0,6.0,0.5,High
146,1,86.0,0.896,10.0,7.0,0.0,338.0,250.0,17.0,3.1278134449900943,0,0.5748299319727891,0.4251700680272108,3.0,17.0,-3.0,3.0,-0.25,High
147,1,89.0,1.477,0.0,0.0,0.0,836.0,303.0,0.0,3.1278134449900943,0,0.7339771729587358,0.2660228270412643,0.0,0.0,0.0,2.0,-0.5,Low
148,1,90.0,0.944,8.0,7.0,1.0,205.0,518.0,15.0,3.1278134449900943,1,0.2835408022130014,0.7164591977869986,1.0,15.0,-1.0,6.0,0.5,High
149,1,91.0,1.69,8.0,4.0,0.0,542.0,740.0,12.0,3.1278134449900943,0,0.422776911076443,0.5772230889235569,4.0,12.0,-4.0,5.0,0.25,High
150,1,92.0,0.667,6.0,10.0,1.0,200.0,259.0,16.0,3.1278134449900943,1,0.4357298474945534,0.5642701525054467,4.0,16.0,4.0,5.0,0.25,High
151,1,93.0,1.015,4.0,5.0,1.0,100.0,638.0,9.0,3.1278134449900943,1,0.1355013550135501,0.8644986449864499,1.0,9.0,1.0,7.0,0.75,High
152,1,95.0,1.113,8.0,9.0,1.0,220.0,677.0,17.0,3.1278134449900943,1,0.2452619843924191,0.7547380156075808,1.0,17.0,1.0,6.0,0.5,High
153,1,96.0,1.401,1.0,1.0,1.0,622.0,538.0,2.0,3.1278134449900943,1,0.5362068965517242,0.4637931034482758,0.0,2.0,0.0,4.0,0.0,Low
154,1,97.0,1.332,4.0,2.0,1.0,60.0,500.0,6.0,3.1278134449900943,1,0.1071428571428571,0.8928571428571429,2.0,6.0,-2.0,8.0,1.0,Low
155,1,98.0,0.728,10.0,6.0,0.0,296.0,80.0,16.0,3.1278134449900943,0,0.7872340425531915,0.2127659574468085,4.0,16.0,-4.0,1.0,-0.75,High
156,1,99.0,1.106,10.0,8.0,0.0,217.0,320.0,18.0,3.1278134449900943,0,0.404096834264432,0.595903165735568,2.0,18.0,-2.0,5.0,0.25,High
157,1,100.0,1.561,3.0,1.0,1.0,516.0,776.0,4.0,3.1278134449900943,1,0.3993808049535604,0.6006191950464397,2.0,4.0,-2.0,5.0,0.25,Low
