,sbj,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,react_time,goal,RT,rt_max,value diff,Right Value - Left Value,gaze diff,Dwell Time Advantage (R - L)
1243,5,32,2.024944,0,110,126,0.689331870693497,0.310668129306503,2024.944,-1,,5.883648283443362,7.0,15.0,2.0,-0.5
1244,5,32,2.520065,0,110,126,0.633037638,0.366962362,,1,2520.065,5.883648283443362,7.0,15.0,3.0,-0.25
1245,5,33,2.59524,0,48,50,0.6030485868529691,0.3969514131470308,2595.24,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1246,5,33,2.498831,1,48,50,0.47337668,0.52662332,,1,2498.831,5.883648283443362,4.0,0.0,5.0,0.25
1247,5,34,3.293758,1,80,77,0.5173725324240833,0.4826274675759167,3293.758,-1,,5.883648283443362,3.0,-5.0,4.0,0.0
1248,5,34,4.839608,0,80,77,0.611521387,0.388478613,,1,4839.608,5.883648283443362,3.0,-5.0,3.0,-0.25
1249,5,35,3.866424,1,117,110,0.5345173987757675,0.4654826012242324,3866.424,-1,,5.883648283443362,3.0,-5.0,4.0,0.0
1250,5,35,2.739551,0,117,110,0.553921569,0.446078431,,1,2983.551,5.883648283443362,3.0,-5.0,4.0,0.0
1251,5,36,2.4176860000000002,1,80,64,0.4474567710091934,0.5525432289908065,2417.686,-1,,5.883648283443362,1.0,-15.0,5.0,0.25
1252,5,36,2.809392,0,80,64,0.765722818,0.234277182,,1,2565.392,5.883648283443362,1.0,-15.0,2.0,-0.5
1253,5,37,1.925797,0,80,78,0.6045321126871335,0.3954678873128665,1925.797,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1254,5,37,3.378269,1,80,78,0.548431105,0.451568895,,1,3547.269,5.883648283443362,4.0,0.0,4.0,0.0
1255,5,38,2.135408,1,124,110,0.4439993954050786,0.5560006045949214,2135.408,-1,,5.883648283443362,1.0,-15.0,5.0,0.25
1256,5,38,2.938868,1,124,110,0.52349065,0.47650935,,1,2769.868,5.883648283443362,1.0,-15.0,4.0,0.0
1257,5,39,2.478857,0,92,110,0.57827633137156,0.42172366862844,2478.857,-1,,5.883648283443362,8.0,20.0,4.0,0.0
1258,5,39,2.794449,1,92,110,0.612125556,0.387874444,,1,2794.449,5.883648283443362,8.0,20.0,3.0,-0.25
1259,5,40,2.4253690000000003,1,128,110,0.4600505230783611,0.5399494769216389,2425.369,-1,,5.883648283443362,0.0,-20.0,5.0,0.25
1260,5,40,1.976739,0,128,110,0.662346841,0.337653159,,1,1976.739,5.883648283443362,0.0,-20.0,3.0,-0.25
1261,5,41,1.891933,0,50,58,0.7054958076632541,0.2945041923367458,1891.933,-1,,5.883648283443362,6.0,10.0,2.0,-0.5
1262,5,41,2.004993,1,50,58,0.332567507,0.667432493,,1,2004.993,5.883648283443362,6.0,10.0,6.0,0.5
1263,5,42,2.044302,0,54,50,0.7078142695356738,0.2921857304643261,2207.302,-1,,5.883648283443362,3.0,-5.0,2.0,-0.5
1264,5,42,4.613912999999999,0,54,50,0.537731134,0.462268866,,1,4854.913,5.883648283443362,3.0,-5.0,4.0,0.0
1265,5,43,2.331542,1,80,69,0.4390046399839155,0.5609953600160845,2168.542,-1,,5.883648283443362,2.0,-10.0,5.0,0.25
1266,5,43,1.7117419999999999,1,80,69,0.477310092,0.522689908,,1,1470.742,5.883648283443362,2.0,-10.0,4.0,0.0
1267,5,44,4.785945,1,105,110,0.5587551978093827,0.4412448021906173,4785.945,-1,,5.883648283443362,5.0,5.0,4.0,0.0
1268,5,44,4.627032,1,105,110,0.496737655,0.503262345,,1,4627.032,5.883648283443362,5.0,5.0,4.0,0.0
1269,5,45,1.920198,0,55,50,0.6508342944207552,0.3491657055792447,1920.198,-1,,5.883648283443362,3.0,-5.0,3.0,-0.25
1270,5,45,5.225785,0,55,50,0.494627716,0.505372284,,1,5225.785,5.883648283443362,3.0,-5.0,4.0,0.0
1271,5,46,1.467219,1,96,80,0.592457772995808,0.4075422270041919,1467.219,-1,,5.883648283443362,1.0,-15.0,3.0,-0.25
1272,5,46,2.7709140000000003,0,96,80,0.475934938,0.524065062,,1,2770.914,5.883648283443362,1.0,-15.0,4.0,0.0
1273,5,47,3.91763,1,80,75,0.4569279762590294,0.5430720237409706,3917.63,-1,,5.883648283443362,3.0,-5.0,5.0,0.25
1274,5,47,3.621255,1,80,75,0.531420687,0.468579313,,1,3621.255,5.883648283443362,3.0,-5.0,4.0,0.0
1275,5,48,1.6101020000000001,0,110,128,0.6308655683558397,0.3691344316441603,1610.102,-1,,5.883648283443362,8.0,20.0,3.0,-0.25
1276,5,48,4.006095,1,110,128,0.449161952,0.550838048,,1,4006.095,5.883648283443362,8.0,20.0,5.0,0.25
1277,5,49,3.8369940000000002,1,59,50,0.4748091042865897,0.5251908957134103,3836.994,-1,,5.883648283443362,2.0,-10.0,5.0,0.25
1278,5,49,3.613889,0,59,50,0.619811967,0.380188033,,1,3613.889,5.883648283443362,2.0,-10.0,3.0,-0.25
1279,5,50,2.354648,1,110,119,0.4571380021129935,0.5428619978870065,2354.648,-1,,5.883648283443362,6.0,10.0,5.0,0.25
1280,5,50,2.647951,0,110,119,0.592369522,0.407630478,,1,2647.951,5.883648283443362,6.0,10.0,3.0,-0.25
1281,5,51,3.0612990000000004,0,52,50,0.5610718583614251,0.4389281416385748,3061.2990000000004,-1,,5.883648283443362,4.0,0.0,4.0,0.0
1282,5,51,2.386248,1,52,50,0.395629511,0.604370489,,1,2386.248,5.883648283443362,4.0,0.0,5.0,0.25
1283,5,52,3.5848850000000003,1,58,50,0.4855150331290051,0.5144849668709949,3584.885,-1,,5.883648283443362,2.0,-10.0,4.0,0.0
1284,5,52,5.160542,1,58,50,0.536543383,0.463456617,,1,5160.542,5.883648283443362,2.0,-10.0,4.0,0.0
1285,5,53,1.484713,0,119,110,0.614483578745903,0.3855164212540971,1484.713,-1,,5.883648283443362,2.0,-10.0,3.0,-0.25
1286,5,53,2.06598,0,119,110,0.620571429,0.379428571,,1,2250.98,5.883648283443362,2.0,-10.0,3.0,-0.25
1287,5,54,1.8913440000000001,0,74,80,0.6388466205674442,0.3611533794325558,1891.344,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1288,5,54,2.924279,0,74,80,0.607926027,0.392073973,,1,2739.279,5.883648283443362,5.0,5.0,3.0,-0.25
1289,5,55,1.6068820000000001,0,86,80,0.6589969639267502,0.3410030360732497,1606.882,-1,,5.883648283443362,3.0,-5.0,3.0,-0.25
1290,5,55,2.003695,0,86,80,0.516540739,0.483459261,,1,2003.695,5.883648283443362,3.0,-5.0,4.0,0.0
1291,5,56,1.277719,0,66,80,0.5596548985070973,0.4403451014929027,1277.719,-1,,5.883648283443362,7.0,15.0,4.0,0.0
1292,5,56,1.363791,1,66,80,0.428524055,0.571475945,,1,1363.791,5.883648283443362,7.0,15.0,5.0,0.25
1293,5,57,1.658101,0,50,59,0.6075695778440208,0.3924304221559792,1658.101,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1294,5,57,2.217916,1,50,59,0.436435755,0.563564245,,1,2217.916,5.883648283443362,6.0,10.0,5.0,0.25
1295,5,58,2.822017000000001,0,94,110,0.5094164807535143,0.4905835192464857,2822.0170000000003,-1,,5.883648283443362,7.0,15.0,4.0,0.0
1296,5,58,1.4007239999999999,1,94,110,0.453979835,0.546020165,,1,1400.724,5.883648283443362,7.0,15.0,5.0,0.25
1297,5,59,2.6847559999999997,1,110,87,0.4506363459558946,0.5493636540441054,2684.756,-1,,5.883648283443362,0.0,-20.0,5.0,0.25
1298,5,59,1.797961,0,110,87,0.62749092,0.37250908,,1,1797.961,5.883648283443362,0.0,-20.0,3.0,-0.25
1299,5,60,1.676987,0,75,80,0.6618724191248793,0.3381275808751207,1676.987,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1300,5,60,2.2288829999999997,1,75,80,0.489504294,0.510495706,,1,2228.883,5.883648283443362,5.0,5.0,4.0,0.0
1301,5,61,1.805868,0,50,45,0.6348912122344413,0.3651087877655586,1805.868,-1,,5.883648283443362,3.0,-5.0,3.0,-0.25
1302,5,61,3.844088,0,50,45,0.546795441,0.453204559,,1,3844.088,5.883648283443362,3.0,-5.0,4.0,0.0
1303,5,62,1.6715419999999999,0,89,110,0.62315096043614,0.37684903956386,1671.542,-1,,5.883648283443362,8.0,20.0,3.0,-0.25
1304,5,62,3.052768,1,89,110,0.556226289,0.443773711,,1,3052.768,5.883648283443362,8.0,20.0,4.0,0.0
1305,5,63,1.571427,0,80,94,0.6554234994083352,0.3445765005916648,1571.427,-1,,5.883648283443362,7.0,15.0,3.0,-0.25
1306,5,63,2.08888,1,80,94,0.452917413,0.547082587,,1,2088.88,5.883648283443362,7.0,15.0,5.0,0.25
1307,5,64,2.28073,1,110,98,0.4494317003660071,0.5505682996339929,2280.73,-1,,5.883648283443362,2.0,-10.0,5.0,0.25
1308,5,64,3.0375569999999996,0,110,98,0.667780709,0.332219291,,1,3037.557,5.883648283443362,2.0,-10.0,3.0,-0.25
1309,5,65,3.221795,1,94,80,0.4615189635903673,0.5384810364096326,3221.795,-1,,5.883648283443362,1.0,-15.0,5.0,0.25
1310,5,65,2.712239,0,94,80,0.633341726,0.366658274,,1,2712.239,5.883648283443362,1.0,-15.0,3.0,-0.25
1311,5,66,2.407991,1,110,94,0.5246075772832849,0.4753924227167151,2407.991,-1,,5.883648283443362,1.0,-15.0,4.0,0.0
1312,5,66,1.593224,0,110,94,0.622040046,0.377959954,,1,1593.224,5.883648283443362,1.0,-15.0,3.0,-0.25
1313,5,67,2.997993,1,80,66,0.5059558071781488,0.4940441928218512,2997.993,-1,,5.883648283443362,1.0,-15.0,4.0,0.0
1314,5,67,1.8903979999999998,0,80,66,0.599736835,0.400263165,,1,1890.398,5.883648283443362,1.0,-15.0,3.0,-0.25
1315,5,68,1.78076,0,50,54,0.6432802067628688,0.3567197932371311,1780.76,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1316,5,68,2.797303,1,50,54,0.449725273,0.550274727,,1,2797.303,5.883648283443362,5.0,5.0,5.0,0.25
1317,5,69,2.4136010000000003,1,98,110,0.500517063081696,0.499482936918304,2615.601,-1,,5.883648283443362,6.0,10.0,4.0,0.0
1318,5,69,3.297712,0,98,110,0.621264767,0.378735233,,1,3515.712,5.883648283443362,6.0,10.0,3.0,-0.25
1319,5,70,5.177366,0,50,52,0.6082117103367097,0.3917882896632902,4975.366,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1320,5,70,2.17446,1,50,52,0.454903244,0.545096756,,1,1956.46,5.883648283443362,4.0,0.0,5.0,0.25
1321,5,71,2.263326,1,110,89,0.4598309638192246,0.5401690361807754,2263.326,-1,,5.883648283443362,0.0,-20.0,5.0,0.25
1322,5,71,1.800041,0,110,89,0.655094214,0.344905786,,1,1800.041,5.883648283443362,0.0,-20.0,3.0,-0.25
1323,5,72,2.444753,0,87,110,0.5192115803946593,0.4807884196053407,2444.753,-1,,5.883648283443362,8.0,20.0,4.0,0.0
1324,5,72,1.699086,1,87,110,0.535104041,0.464895959,,1,1699.086,5.883648283443362,8.0,20.0,4.0,0.0
1325,5,73,3.962399,0,110,105,0.5391238409323413,0.4608761590676586,3962.399,-1,,5.883648283443362,3.0,-5.0,4.0,0.0
1326,5,73,3.2314589999999996,0,110,105,0.584511785,0.415488215,,1,3424.459,5.883648283443362,3.0,-5.0,3.0,-0.25
1327,5,74,1.62034,0,80,96,0.6958729547112169,0.3041270452887831,1620.34,-1,,5.883648283443362,7.0,15.0,2.0,-0.5
1328,5,74,2.2906370000000003,1,80,96,0.523446144,0.476553856,,1,2097.637,5.883648283443362,7.0,15.0,4.0,0.0
1329,5,75,1.457779,0,80,86,0.6460677574837314,0.3539322425162686,1457.779,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1330,5,75,3.646764,1,80,86,0.504226365,0.495773635,,1,3646.764,5.883648283443362,5.0,5.0,4.0,0.0
1331,5,76,2.3870430000000002,0,50,55,0.5287170569977778,0.4712829430022222,2387.043,-1,,5.883648283443362,5.0,5.0,4.0,0.0
1332,5,76,3.9653359999999997,1,50,55,0.490542245,0.509457755,,1,4145.336,5.883648283443362,5.0,5.0,4.0,0.0
1333,5,77,2.36197,0,80,74,0.5884486282396867,0.4115513717603132,2361.97,-1,,5.883648283443362,3.0,-5.0,3.0,-0.25
1334,5,77,3.670988,1,80,74,0.587799213,0.412200787,,1,3490.988,5.883648283443362,3.0,-5.0,3.0,-0.25
1335,5,78,2.21481,1,45,50,0.4178894482914306,0.5821105517085694,2214.81,-1,,5.883648283443362,5.0,5.0,5.0,0.25
1336,5,78,1.861353,1,45,50,0.575205784,0.424794216,,1,1861.353,5.883648283443362,5.0,5.0,4.0,0.0
1337,5,79,1.816238,0,69,80,0.6921621759169037,0.3078378240830964,1816.238,-1,,5.883648283443362,6.0,10.0,2.0,-0.5
1338,5,79,3.099971,1,69,80,0.571726974,0.428273026,,1,3099.971,5.883648283443362,6.0,10.0,4.0,0.0
1339,5,80,1.7310050000000001,0,50,53,0.6021737875974623,0.3978262124025376,1473.005,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1340,5,80,2.219093,1,50,53,0.529975356,0.470024644,,1,2219.093,5.883648283443362,5.0,5.0,4.0,0.0
1341,5,81,2.851458,1,50,40,0.429339471515458,0.570660528484542,2851.458,-1,,5.883648283443362,2.0,-10.0,5.0,0.25
1342,5,81,1.555681,0,50,40,0.604416398,0.395583602,,1,1555.681,5.883648283443362,2.0,-10.0,3.0,-0.25
1343,5,82,2.398445,1,80,88,0.470813858105974,0.529186141894026,2398.445,-1,,5.883648283443362,6.0,10.0,5.0,0.25
1344,5,82,2.2866280000000003,1,80,88,0.587811534,0.412188466,,1,2286.628,5.883648283443362,6.0,10.0,3.0,-0.25
1345,5,83,1.463681,1,115,110,0.3631318804206718,0.6368681195793282,1463.681,-1,,5.883648283443362,3.0,-5.0,6.0,0.5
1346,5,83,1.884333,0,115,110,0.635452103,0.364547897,,1,1884.333,5.883648283443362,3.0,-5.0,3.0,-0.25
1347,5,84,2.01443,0,103,110,0.617928977705981,0.382071022294019,2014.4300000000003,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1348,5,84,3.377466,1,103,110,0.515246261,0.484753739,,1,3377.466,5.883648283443362,5.0,5.0,4.0,0.0
1349,5,85,2.1201999999999996,1,90,80,0.4994382596261874,0.5005617403738126,2120.2,-1,,5.883648283443362,2.0,-10.0,4.0,0.0
1350,5,85,2.420207,0,90,80,0.563741755,0.436258245,,1,2420.207,5.883648283443362,2.0,-10.0,4.0,0.0
1351,5,86,1.59071,0,80,72,0.6537488347316553,0.3462511652683446,1590.71,-1,,5.883648283443362,2.0,-10.0,3.0,-0.25
1352,5,86,2.573202,0,80,72,0.571224352,0.428775648,,1,2576.202,5.883648283443362,2.0,-10.0,4.0,0.0
1353,5,87,3.189212,1,93,80,0.5260686642644417,0.4739313357355584,3189.212,-1,,5.883648283443362,1.0,-15.0,4.0,0.0
1354,5,87,1.927552,0,93,80,0.720344962,0.279655038,,1,1927.552,5.883648283443362,1.0,-15.0,2.0,-0.5
1355,5,88,1.438044,0,80,90,0.6260930494154169,0.3739069505845831,1438.044,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1356,5,88,1.923274,1,80,90,0.471535805,0.528464195,,1,1923.274,5.883648283443362,6.0,10.0,5.0,0.25
1357,5,89,1.940528,0,88,80,0.6545249201160612,0.3454750798839388,1940.528,-1,,5.883648283443362,2.0,-10.0,3.0,-0.25
1358,5,89,2.021136,1,88,80,0.501056814,0.498943186,,1,2021.136,5.883648283443362,2.0,-10.0,4.0,0.0
1359,5,90,4.44181,0,80,70,0.550822285010505,0.449177714989495,4441.81,-1,,5.883648283443362,2.0,-10.0,4.0,0.0
1360,5,90,1.993843,0,80,70,0.674390244,0.325609756,,1,2157.843,5.883648283443362,2.0,-10.0,3.0,-0.25
1361,5,91,1.528134,0,80,93,0.6537079483769996,0.3462920516230003,1528.134,-1,,5.883648283443362,7.0,15.0,3.0,-0.25
1362,5,91,3.53294,1,80,93,0.467209271,0.532790729,,1,3368.94,5.883648283443362,7.0,15.0,5.0,0.25
1363,5,92,1.431446,0,82,80,0.6229678712402208,0.3770321287597792,1431.446,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1364,5,92,2.024598,0,82,80,0.732704403,0.267295597,,1,2263.598,5.883648283443362,4.0,0.0,2.0,-0.5
1365,5,93,1.663206,0,50,41,0.5616116618934218,0.4383883381065781,1663.206,-1,,5.883648283443362,2.0,-10.0,4.0,0.0
1366,5,93,2.658451,0,50,41,0.559404179,0.440595821,,1,2419.451,5.883648283443362,2.0,-10.0,4.0,0.0
1367,5,94,1.44237,0,96,110,0.6368889884654311,0.363111011534569,1442.37,-1,,5.883648283443362,7.0,15.0,3.0,-0.25
1368,5,94,2.239484,1,96,110,0.425951929,0.574048071,,1,2239.484,5.883648283443362,7.0,15.0,5.0,0.25
1369,5,95,2.646513,0,80,85,0.5978303753087154,0.4021696246912845,2646.513,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1370,5,95,1.283366,1,80,85,0.475982533,0.524017467,,1,1470.366,5.883648283443362,5.0,5.0,4.0,0.0
1371,5,96,3.0147559999999998,1,60,50,0.4715976560761243,0.5284023439238756,3014.756,-1,,5.883648283443362,2.0,-10.0,5.0,0.25
1372,5,96,4.467623,1,60,50,0.502996573,0.497003427,,1,4280.623,5.883648283443362,2.0,-10.0,4.0,0.0
1373,5,97,1.22574,0,41,50,0.5531004852599881,0.4468995147400119,1225.74,-1,,5.883648283443362,6.0,10.0,4.0,0.0
1374,5,97,1.179067,1,41,50,0.439044731,0.560955269,,1,1179.067,5.883648283443362,6.0,10.0,5.0,0.25
1375,5,98,2.014943,1,110,96,0.4545594750487433,0.5454405249512566,2014.943,-1,,5.883648283443362,1.0,-15.0,5.0,0.25
1376,5,98,4.5550619999999995,1,110,96,0.472952551,0.527047449,,1,4555.062,5.883648283443362,1.0,-15.0,5.0,0.25
1377,5,99,1.310065,0,72,80,0.5818428911018895,0.4181571088981105,1310.065,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1378,5,99,1.3429179999999998,1,72,80,0.40038001,0.59961999,,1,1342.918,5.883648283443362,6.0,10.0,5.0,0.25
1379,5,100,3.393889,1,49,50,0.5037394277532508,0.4962605722467492,3393.889,-1,,5.883648283443362,4.0,0.0,4.0,0.0
1380,5,100,1.767813,1,49,50,0.608163265,0.391836735,,1,1977.813,5.883648283443362,4.0,0.0,3.0,-0.25
1381,5,101,1.2452180000000002,0,43,50,0.5398852397102044,0.4601147602897956,1245.218,-1,,5.883648283443362,5.0,5.0,4.0,0.0
1382,5,101,2.0811460000000004,1,43,50,0.470300019,0.529699981,,1,1871.146,5.883648283443362,5.0,5.0,5.0,0.25
1383,5,102,1.462408,0,51,50,0.6415792951267251,0.3584207048732749,1462.408,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1384,5,102,1.579585,1,51,50,0.568729168,0.431270832,,1,1579.585,5.883648283443362,4.0,0.0,4.0,0.0
1385,5,103,1.597046,0,112,110,0.6549823617042118,0.3450176382957883,1597.046,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1386,5,103,2.60275,1,112,110,0.478136882,0.521863118,,1,2826.75,5.883648283443362,4.0,0.0,4.0,0.0
1387,5,104,1.587007,0,40,50,0.6843610824291742,0.3156389175708259,1587.007,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1388,5,104,1.439343,1,40,50,0.398241484,0.601758516,,1,1215.343,5.883648283443362,6.0,10.0,5.0,0.25
1389,5,105,1.592751,0,50,51,0.583616824455858,0.416383175544142,1592.751,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1390,5,105,1.1985899999999998,1,50,51,0.451537402,0.548462598,,1,1198.59,5.883648283443362,4.0,0.0,5.0,0.25
1391,5,106,4.144806,1,85,80,0.528528648189748,0.471471351810252,4144.806,-1,,5.883648283443362,3.0,-5.0,4.0,0.0
1392,5,106,1.701021,0,85,80,0.599322685,0.400677315,,1,1701.021,5.883648283443362,3.0,-5.0,3.0,-0.25
1393,5,107,1.656356,0,50,49,0.6823850763334534,0.3176149236665467,1656.356,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1394,5,107,2.031543,1,50,49,0.441626482,0.558373518,,1,2031.543,5.883648283443362,4.0,0.0,5.0,0.25
1395,5,108,1.462895,0,50,43,0.5993225493706226,0.4006774506293774,1462.895,-1,,5.883648283443362,3.0,-5.0,3.0,-0.25
1396,5,108,2.616971,0,50,43,0.576258968,0.423741032,,1,2616.971,5.883648283443362,3.0,-5.0,4.0,0.0
1397,5,109,1.550981,0,80,82,0.6259152374002287,0.3740847625997713,1550.981,-1,,5.883648283443362,4.0,0.0,3.0,-0.25
1398,5,109,2.551144,0,80,82,0.734156609,0.265843391,,1,2551.144,5.883648283443362,4.0,0.0,2.0,-0.5
1399,5,110,1.503257,0,50,60,0.6412507180662051,0.3587492819337948,1503.257,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1400,5,110,1.1990809999999998,1,50,60,0.472010111,0.527989889,,1,1199.081,5.883648283443362,6.0,10.0,5.0,0.25
1401,5,111,1.716808,0,53,50,0.7187175443320383,0.2812824556679617,1716.808,-1,,5.883648283443362,3.0,-5.0,2.0,-0.5
1402,5,111,3.041209,0,53,50,0.559791377,0.440208623,,1,3041.209,5.883648283443362,3.0,-5.0,4.0,0.0
1403,5,112,1.170135,1,122,110,0.5374592833876222,0.4625407166123778,1357.135,-1,,5.883648283443362,2.0,-10.0,4.0,0.0
1404,5,112,3.468601,1,122,110,0.584930122,0.415069878,,1,3468.601,5.883648283443362,2.0,-10.0,3.0,-0.25
1405,5,113,1.38553,0,67,80,0.6188193386765207,0.3811806613234792,1201.53,-1,,5.883648283443362,7.0,15.0,3.0,-0.25
1406,5,113,1.921719,1,67,80,0.606464916,0.393535084,,1,1921.719,5.883648283443362,7.0,15.0,3.0,-0.25
1407,5,114,1.559527,1,80,67,0.4340433181077172,0.5659566818922827,1559.527,-1,,5.883648283443362,1.0,-15.0,5.0,0.25
1408,5,114,2.037211,0,80,67,0.585835016,0.414164984,,1,2037.211,5.883648283443362,1.0,-15.0,3.0,-0.25
1409,5,115,1.404849,0,70,80,0.6068590754279519,0.393140924572048,1404.849,-1,,5.883648283443362,6.0,10.0,3.0,-0.25
1410,5,115,2.503706,1,70,80,0.592826599,0.407173401,,1,2503.706,5.883648283443362,6.0,10.0,3.0,-0.25
1411,5,116,4.426453,0,110,122,0.5436947888518933,0.4563052111481067,4426.453,-1,,5.883648283443362,6.0,10.0,4.0,0.0
1412,5,116,2.8701529999999997,1,110,122,0.640243902,0.359756098,,1,3066.153,5.883648283443362,6.0,10.0,3.0,-0.25
1413,5,117,1.465382,0,110,115,0.6457758375039949,0.3542241624960051,1465.382,-1,,5.883648283443362,5.0,5.0,3.0,-0.25
1414,5,117,1.684625,1,110,115,0.560248552,0.439751448,,1,1488.625,5.883648283443362,5.0,5.0,4.0,0.0
1415,5,118,1.8313409999999999,1,110,112,0.5138577123029824,0.4861422876970176,1831.341,-1,,5.883648283443362,4.0,0.0,4.0,0.0
1416,5,118,2.492483,1,110,112,0.604619612,0.395380388,,1,2492.483,5.883648283443362,4.0,0.0,3.0,-0.25
1417,5,119,1.191365,1,110,103,0.4206462892678937,0.5793537107321063,1191.365,-1,,5.883648283443362,3.0,-5.0,5.0,0.25
1418,6,0,2.5405279999999997,0,110,131,0.705683256320452,0.2943167436795479,2540.528,-1,,15.387954135246943,8.0,20.0,2.0,-0.5
1419,6,0,4.083058,1,110,131,0.663525281,0.336474719,,1,4083.058,15.387954135246943,8.0,20.0,3.0,-0.25
1420,6,1,1.803085,0,47,50,0.6409167843349948,0.3590832156650053,1803.085,-1,,15.387954135246943,5.0,5.0,3.0,-0.25
1421,6,1,4.313189,1,47,50,0.693480369,0.306519631,,1,4313.189,15.387954135246943,5.0,5.0,2.0,-0.5
1422,6,2,1.677886,0,50,44,0.6347547572189451,0.3652452427810548,1677.886,-1,,15.387954135246943,3.0,-5.0,3.0,-0.25
1423,6,2,11.158922,0,50,44,0.55465723,0.44534277,,1,11158.922,15.387954135246943,3.0,-5.0,4.0,0.0
1424,6,3,4.365371,1,57,50,0.5056188034282786,0.4943811965717213,4365.371,-1,,15.387954135246943,3.0,-5.0,4.0,0.0
1425,6,3,5.597954,0,57,50,0.731084014,0.268915986,,1,5597.954,15.387954135246943,3.0,-5.0,2.0,-0.5
1426,6,4,2.389287000000001,0,42,50,0.7151084580268192,0.2848915419731808,2389.2870000000003,-1,,15.387954135246943,6.0,10.0,2.0,-0.5
1427,6,4,1.564923,1,42,50,0.562262728,0.437737272,,1,1564.923,15.387954135246943,6.0,10.0,4.0,0.0
1428,6,5,3.377805,0,108,110,0.5910224589774654,0.4089775410225346,3377.805,-1,,15.387954135246943,4.0,0.0,3.0,-0.25
1429,6,5,15.107624,1,108,110,0.540336121,0.459663879,,1,15109.624,15.387954135246943,4.0,0.0,4.0,0.0
1430,6,6,3.784675,0,78,80,0.605723106314937,0.394276893685063,3784.675,-1,,15.387954135246943,4.0,0.0,3.0,-0.25
1431,6,6,9.450808,0,78,80,0.567226085,0.432773915,,1,9450.808,15.387954135246943,4.0,0.0,4.0,0.0
1432,6,7,4.452746,0,110,92,0.517130734,0.482869266,,1,4452.746,15.387954135246943,0.0,-20.0,4.0,0.0
1433,6,8,5.827548000000003,0,50,48,0.4697001427621169,0.5302998572378831,5827.548000000001,-1,,15.387954135246943,4.0,0.0,5.0,0.25
1434,6,8,1.721744,1,50,48,0.475482912,0.524517088,,1,1902.744,15.387954135246943,4.0,0.0,4.0,0.0
1435,6,9,12.620652,0,110,101,0.4255432230035092,0.5744567769964908,12620.652,-1,,15.387954135246943,2.0,-10.0,5.0,0.25
1436,6,9,11.827373999999999,0,110,101,0.514011829,0.485988171,,1,11646.374,15.387954135246943,2.0,-10.0,4.0,0.0
1437,6,10,9.482994000000001,1,46,50,0.4213227783288825,0.5786772216711175,9482.994,-1,,15.387954135246943,5.0,5.0,5.0,0.25
1438,6,10,3.334369,1,46,50,0.633791096,0.366208904,,1,3334.369,15.387954135246943,5.0,5.0,3.0,-0.25
1439,6,11,3.521427,0,80,83,0.627451646077862,0.372548353922138,3521.427,-1,,15.387954135246943,5.0,5.0,3.0,-0.25
1440,6,11,2.647196,1,80,83,0.597809777,0.402190223,,1,2647.196,15.387954135246943,5.0,5.0,3.0,-0.25
1441,6,12,2.778823,0,50,56,0.7431645985355836,0.2568354014644163,2778.8230000000003,-1,,15.387954135246943,5.0,5.0,2.0,-0.5
1442,6,12,1.49654,1,50,56,0.45648342,0.54351658,,1,1496.54,15.387954135246943,5.0,5.0,5.0,0.25
1443,6,13,8.080843000000003,0,50,47,0.6116477051858471,0.3883522948141529,8080.843000000001,-1,,15.387954135246943,3.0,-5.0,3.0,-0.25
1444,6,13,5.530412,0,50,47,0.476741047,0.523258953,,1,5530.412,15.387954135246943,3.0,-5.0,4.0,0.0
1445,6,14,12.239263999999999,0,110,124,0.5618834827826258,0.4381165172173742,12239.264,-1,,15.387954135246943,7.0,15.0,4.0,0.0
1446,6,14,9.395325000000001,0,110,124,0.483945234,0.516054766,,1,9395.325,15.387954135246943,7.0,15.0,4.0,0.0
1447,6,15,4.362292,0,91,80,0.6093006723505612,0.3906993276494388,4362.292,-1,,15.387954135246943,2.0,-10.0,3.0,-0.25
1448,6,15,11.928201,0,91,80,0.507981487,0.492018513,,1,11928.201,15.387954135246943,2.0,-10.0,4.0,0.0
1449,6,16,3.05776,0,64,80,0.7441403254367741,0.2558596745632259,3057.76,-1,,15.387954135246943,7.0,15.0,2.0,-0.5
