,sbj,rt,ch,goal,value_diff,gaze_diff
172,0,2.6221612815855386,0.0,1,-1.0,-0.25
173,0,1.354161281585678,1.0,-1,-1.0,0.25
174,0,1.7951612815856295,0.0,1,0.0,-0.25
175,0,3.8791612815854,1.0,-1,0.0,0.0
176,0,1.2201612815856928,0.0,1,-2.0,-0.5
177,0,1.8661612815856217,0.0,-1,-1.0,0.25
178,0,3.4421612815854483,0.0,1,1.0,-0.25
179,0,4.300161281585394,0.0,-1,0.0,0.25
180,0,1.8921612815856188,1.0,1,1.0,0.25
181,0,3.4601612815854463,1.0,-1,-1.0,0.25
182,0,2.491161281585553,1.0,1,1.0,0.0
183,0,3.282161281585466,1.0,-1,-1.0,0.0
184,0,2.5151612815855504,0.0,1,0.0,0.0
185,0,1.9021612815856177,0.0,-1,1.0,-0.25
186,0,3.2061612815854743,1.0,1,1.0,0.25
187,0,3.4701612815854452,0.0,-1,2.0,0.0
188,0,1.24516128158569,0.0,1,-3.0,-0.25
189,0,2.6941612815855307,0.0,-1,1.0,0.0
190,0,4.867161281585584,1.0,1,0.0,0.0
191,0,3.8141612815854073,0.0,-1,2.0,-0.25
192,0,2.5801612815855433,0.0,1,-2.0,0.0
193,0,2.374161281585566,1.0,-1,-1.0,-0.25
194,0,2.4591612815855566,0.0,1,0.0,-0.25
195,0,2.2771612815855766,0.0,-1,2.0,-0.25
196,0,1.2571612815856887,0.0,1,-1.0,-0.5
197,0,3.6391612815854266,0.0,-1,1.0,0.25
198,0,2.363161281585567,1.0,1,-1.0,0.0
199,0,2.0171612815856053,0.0,-1,0.0,-0.25
200,0,3.198161281585475,1.0,1,1.0,0.25
201,0,3.7941612815854096,0.0,-1,-1.0,0.25
202,0,4.009161281585386,0.0,1,1.0,0.25
203,0,2.2311612815855817,1.0,-1,0.0,0.0
204,0,1.3921612815856739,1.0,1,1.0,0.0
205,0,2.9141612815855065,1.0,-1,-2.0,0.25
206,0,1.5411612815856575,0.0,1,1.0,-0.25
207,0,3.8151612815854072,1.0,-1,0.0,0.25
208,0,2.1401612815855913,1.0,1,2.0,0.25
209,0,1.163161281585694,1.0,-1,1.0,0.25
210,0,1.3531612815856782,1.0,1,2.0,0.5
211,0,3.300161281585464,1.0,-1,1.0,0.0
212,0,3.870161281585401,0.0,1,-1.0,0.0
213,0,1.9231612815856154,1.0,-1,-3.0,0.25
214,0,2.027161281585604,0.0,1,0.0,-0.25
215,0,1.7791612815856312,1.0,-1,-2.0,0.25
216,0,4.041161281585382,1.0,1,1.0,0.5
217,0,4.743161281585542,1.0,-1,1.0,0.0
218,0,2.538161281585548,1.0,1,0.0,0.25
219,0,2.3141612815855725,0.0,-1,0.0,-0.25
220,0,4.095161281585376,1.0,1,1.0,0.0
221,0,3.752161281585414,0.0,-1,-1.0,0.0
222,0,2.528161281585549,1.0,1,2.0,0.25
223,0,2.826161281585516,0.0,-1,1.0,-0.25
224,0,2.7751612815855218,1.0,1,-1.0,0.0
225,0,3.6221612815854285,1.0,-1,0.0,0.0
226,0,1.9411612815856134,0.0,1,-2.0,-0.25
227,0,2.7211612815855277,1.0,-1,1.0,0.0
228,0,2.33916128158557,0.0,1,-1.0,-0.5
229,0,3.5031612815854416,1.0,-1,1.0,0.0
230,0,1.5971612815856513,0.0,1,-1.0,-0.25
231,0,3.9871612815853883,1.0,-1,-1.0,-0.25
232,0,2.047161281585602,1.0,1,0.0,0.25
233,0,2.6141612815855395,1.0,-1,-1.0,0.0
234,0,2.535161281585548,1.0,1,0.0,0.0
235,0,5.353161281585746,0.0,-1,1.0,0.0
236,0,2.0941612815855963,0.0,1,0.0,-0.25
237,1,0.9598957734107973,0.0,-1,1.0,0.0
238,1,2.248895773410724,1.0,1,1.0,0.0
239,1,1.2868957734107975,1.0,1,1.0,0.0
240,1,2.6778957734106767,1.0,-1,1.0,0.0
241,1,1.2808957734107977,0.0,1,-1.0,-0.25
242,1,4.888895773410572,1.0,-1,1.0,0.25
243,1,1.5668957734107978,0.0,1,0.0,-0.5
244,1,1.4258957734107978,1.0,-1,0.0,0.0
245,1,1.8338957734107695,0.0,1,-1.0,-0.25
246,1,3.3168957734106064,0.0,-1,0.0,0.5
247,1,1.0228957734107975,0.0,1,0.0,-0.5
248,1,1.7258957734107814,0.0,-1,0.0,0.25
249,1,2.1198957734107378,0.0,1,-1.0,-0.5
250,1,1.7318957734107807,1.0,-1,0.0,0.25
251,1,1.7128957734107828,1.0,1,0.0,0.25
252,1,5.023895773410617,0.0,-1,0.0,0.0
253,1,1.1538957734107975,1.0,1,0.0,0.25
254,1,1.1468957734107974,1.0,-1,0.0,0.5
255,1,2.2448957734107244,0.0,1,-1.0,0.25
256,1,1.8668957734107658,0.0,-1,0.0,0.0
257,1,1.6878957734107856,0.0,1,0.0,0.0
258,1,1.683895773410786,0.0,-1,0.0,0.5
259,1,1.0288957734107975,0.0,1,-1.0,-0.25
260,1,1.593895773410796,0.0,-1,1.0,-0.25
261,1,1.2068957734107975,1.0,1,-1.0,-0.25
262,1,1.0028957734107975,0.0,-1,0.0,-0.25
263,1,1.0868957734107974,1.0,1,0.0,-0.25
264,1,1.5118957734107978,1.0,-1,-1.0,0.0
265,1,2.3858957734107085,1.0,1,1.0,0.75
266,1,1.9888957734107524,0.0,-1,0.0,-0.5
267,1,1.0258957734107974,1.0,1,1.0,0.25
268,1,7.505895773411446,1.0,-1,0.0,0.25
269,1,7.514895773411449,1.0,1,1.0,-0.25
270,1,2.0698957734107433,0.0,-1,1.0,-0.25
271,1,3.364895773410601,0.0,1,0.0,0.0
272,1,1.2458957734107976,1.0,1,0.0,-1.0
273,1,1.2588957734107975,1.0,-1,0.0,0.25
274,1,9.43089577341133,1.0,1,0.0,-0.25
275,1,2.7968957734106636,0.0,-1,0.0,-0.5
276,1,3.9768957734105337,1.0,1,0.0,0.25
277,1,1.8518957734107675,1.0,-1,-1.0,0.25
278,1,0.9618957734107974,1.0,1,-1.0,-0.5
279,1,1.1568957734107976,0.0,1,0.0,-0.5
280,1,1.1288957734107976,0.0,-1,0.0,-0.5
281,1,2.358895773410712,0.0,1,0.0,-0.5
282,1,2.1268957734107374,1.0,-1,1.0,0.75
283,1,1.6778957734107867,1.0,1,0.0,0.25
284,1,1.4328957734107979,0.0,-1,0.0,0.25
285,1,2.4668957734107,0.0,1,0.0,-0.5
286,1,3.519895773410584,1.0,-1,0.0,0.0
287,1,1.791895773410774,0.0,1,-1.0,-0.5
288,1,3.8888957734105434,1.0,1,0.0,-0.25
289,1,1.2728957734107977,1.0,-1,-1.0,0.5
290,1,2.8278957734106602,1.0,1,-1.0,0.25
291,1,1.0138957734107974,1.0,-1,0.0,0.0
292,1,1.0278957734107974,0.0,1,0.0,0.25
293,1,2.1808957734107315,1.0,-1,1.0,0.5
294,1,1.9308957734107588,0.0,1,0.0,-0.25
295,1,1.0848957734107976,1.0,-1,-1.0,-0.5
296,1,2.7148957734106727,0.0,1,-1.0,-0.25
297,1,1.3978957734107977,1.0,-1,0.0,0.0
298,1,1.5888957734107965,1.0,1,0.0,-0.5
299,1,4.343895773410493,1.0,-1,0.0,0.5
300,1,1.4948957734107977,0.0,1,0.0,-0.5
301,1,1.1608957734107976,1.0,-1,-1.0,0.5
302,1,1.4068957734107976,1.0,1,1.0,-0.25
303,1,2.2578957734107226,1.0,-1,1.0,0.25
304,1,2.949895773410647,1.0,1,1.0,0.0
305,1,2.474895773410699,0.0,-1,1.0,0.25
306,1,0.9148957734107974,1.0,1,-1.0,0.25
307,1,3.4698957734105895,0.0,-1,1.0,-0.25
308,1,1.1428957734107974,0.0,1,0.0,-0.5
309,1,1.2168957734107977,0.0,-1,-1.0,-0.5
310,1,1.0078957734107974,1.0,1,0.0,0.25
311,1,0.9698957734107974,0.0,-1,1.0,0.0
312,1,1.5298957734107979,1.0,1,1.0,-0.25
313,1,1.6958957734107847,1.0,-1,-1.0,-0.25
314,1,2.474895773410699,1.0,1,1.0,0.25
315,1,1.0698957734107974,0.0,-1,1.0,0.0
316,1,3.1328957734106266,0.0,1,0.0,-0.25
317,1,3.3878957734105986,1.0,-1,0.0,-0.5
318,1,1.992895773410752,0.0,1,-1.0,-0.25
319,1,1.2478957734107976,0.0,-1,1.0,-0.25
320,1,2.7778957734106657,0.0,1,-1.0,-0.25
321,1,1.5818957734107972,0.0,-1,0.0,-0.5
322,1,1.0718957734107974,0.0,1,0.0,0.0
323,1,0.9888957734107975,0.0,-1,1.0,0.0
324,1,1.3008957734107978,1.0,1,1.0,0.0
325,1,0.9558957734107973,0.0,-1,0.0,0.0
326,1,5.693895773410841,0.0,1,0.0,-0.5
327,1,3.110895773410629,1.0,-1,0.0,0.0
328,1,1.1518957734107975,1.0,1,0.0,-0.25
329,1,1.5388957734107978,0.0,-1,1.0,0.25
330,1,1.528895773410798,1.0,1,1.0,-0.25
331,1,5.449895773410759,0.0,-1,0.0,0.0
332,1,1.5958957734107957,1.0,1,-1.0,-0.25
333,1,1.3548957734107976,0.0,-1,0.0,0.0
334,1,1.7458957734107792,0.0,1,0.0,-0.25
335,1,1.7798957734107754,0.0,-1,0.0,0.0
336,1,1.6908957734107852,0.0,1,0.0,-0.25
337,1,5.149895773410659,0.0,-1,0.0,-0.25
338,1,1.2148957734107975,0.0,1,-1.0,0.0
339,1,7.896895773411576,1.0,-1,-1.0,-0.25
340,1,1.6188957734107932,0.0,1,0.0,-0.25
341,1,2.073895773410743,1.0,-1,0.0,0.0
342,1,1.3178957734107977,0.0,1,1.0,-0.25
343,1,1.4858957734107978,1.0,-1,0.0,0.0
344,1,0.9358957734107973,1.0,1,1.0,-0.25
345,1,1.6148957734107936,1.0,-1,0.0,-0.5
346,1,1.2858957734107976,0.0,1,0.0,-0.25
347,1,0.9978957734107974,1.0,-1,0.0,-0.25
348,1,1.5618957734107979,0.0,1,-1.0,-0.25
349,1,2.4758957734106986,0.0,-1,0.0,-0.25
350,1,2.032895773410748,1.0,1,-1.0,-0.25
351,1,1.1258957734107975,0.0,-1,1.0,0.0
352,1,1.7578957734107779,0.0,1,1.0,-0.25
353,1,0.9518957734107973,1.0,-1,0.0,-0.5
354,1,2.2518957734107232,0.0,1,0.0,-0.25
355,1,2.873895773410655,0.0,-1,0.0,-0.25
356,1,5.012895773410613,0.0,1,-1.0,-0.5
357,1,1.810895773410772,0.0,-1,0.0,0.0
358,1,2.6968957734106747,0.0,1,0.0,0.0
359,1,3.5538957734105803,1.0,-1,-1.0,-0.25
360,1,1.3598957734107977,0.0,1,-1.0,0.0
361,1,1.6578957734107889,1.0,-1,-1.0,-0.25
362,1,1.64689577341079,0.0,1,1.0,-0.5
363,1,1.7428957734107795,1.0,-1,-1.0,-0.75
364,1,1.7508957734107786,0.0,1,0.0,0.0
365,1,1.4328957734107979,1.0,-1,-1.0,0.0
366,1,0.9148957734107974,0.0,1,0.0,-0.25
367,1,2.765895773410667,1.0,-1,-1.0,0.0
368,1,1.5548957734107978,0.0,1,0.0,-0.25
369,1,1.1298957734107975,1.0,-1,-1.0,-0.5
370,1,3.2788957734106106,0.0,1,-1.0,-0.5
371,1,2.397895773410707,1.0,-1,0.0,0.25
372,1,1.5508957734107978,1.0,1,-1.0,-0.25
373,1,0.9238957734107973,0.0,-1,1.0,-0.25
374,1,2.1988957734107295,1.0,1,1.0,-0.25
375,1,1.837895773410769,0.0,-1,-1.0,0.25
376,1,9.018895773411558,1.0,1,0.0,0.0
377,1,2.9538957734106464,0.0,-1,0.0,-0.25
378,1,2.7368957734106703,0.0,1,0.0,-0.25
379,1,1.540895773410798,1.0,-1,-1.0,0.25
380,1,1.837895773410769,0.0,1,0.0,-0.5
381,1,2.9168957734106504,0.0,-1,0.0,-0.5
382,1,1.938895773410758,0.0,1,0.0,-0.25
383,1,1.811895773410772,0.0,-1,-1.0,0.0
384,1,2.273895773410721,0.0,1,0.0,-0.25
385,1,3.726895773410561,0.0,-1,1.0,0.0
386,1,4.246895773410504,0.0,1,0.0,-0.25
387,1,2.1008957734107403,0.0,-1,0.0,-0.5
388,1,1.0818957734107975,0.0,1,1.0,-0.25
389,1,2.747895773410669,0.0,-1,0.0,-0.5
390,1,1.6708957734107874,0.0,1,-1.0,-0.25
391,1,1.6518957734107895,0.0,-1,1.0,-0.25
392,1,2.545895773410691,0.0,1,-1.0,-0.25
393,1,1.5578957734107979,1.0,-1,0.0,0.25
394,1,1.7038957734107838,0.0,1,1.0,0.0
395,1,1.0228957734107975,1.0,-1,0.0,-0.25
396,1,2.8618957734106565,1.0,1,1.0,-0.25
397,1,1.774895773410776,0.0,-1,0.0,0.0
398,1,2.3398957734107135,0.0,1,-1.0,0.0
399,1,1.0088957734107975,0.0,-1,0.0,0.0
400,1,1.4758957734107978,0.0,1,0.0,0.0
401,1,2.6438957734106805,1.0,-1,-1.0,0.0
402,1,1.2348957734107975,0.0,1,-1.0,-0.5
403,1,0.9628957734107975,0.0,-1,0.0,-0.25
404,1,1.7728957734107762,0.0,1,0.0,-0.5
405,1,1.7798957734107754,0.0,-1,0.0,0.0
406,1,2.1658957734107327,0.0,1,-1.0,-0.25
407,1,2.5578957734106895,1.0,-1,1.0,0.0
408,1,1.0398957734107974,0.0,1,0.0,-0.5
409,1,0.9898957734107974,1.0,-1,-1.0,0.25
410,1,1.1008957734107976,0.0,1,0.0,-0.25
411,1,1.7498957734107787,0.0,-1,0.0,-0.5
412,1,2.0478957734107457,0.0,1,-1.0,0.0
413,1,4.129895773410517,1.0,-1,-1.0,-0.25
414,1,1.3968957734107978,0.0,1,0.0,-0.5
415,1,1.7958957734107737,0.0,-1,0.0,0.0
416,1,1.3448957734107978,0.0,1,-1.0,-0.25
417,1,1.1428957734107974,0.0,-1,0.0,0.25
418,1,2.773895773410666,1.0,1,-1.0,-0.25
419,1,3.293895773410609,0.0,-1,0.0,-0.25
420,1,2.5188957734106943,0.0,1,0.0,0.0
421,1,2.2478957734107237,1.0,-1,0.0,0.0
422,1,1.0628957734107976,1.0,1,1.0,-0.25
423,1,2.148895773410735,0.0,-1,1.0,-0.5
424,1,1.6138957734107937,1.0,1,1.0,-0.25
425,1,2.6358957734106814,1.0,-1,1.0,0.25
426,1,2.0148957734107498,0.0,1,1.0,-0.5
427,1,3.6178957734105732,1.0,-1,1.0,0.0
428,1,1.3698957734107977,1.0,1,0.0,0.0
429,1,1.2798957734107976,1.0,-1,0.0,-0.25
430,1,4.819895773410549,0.0,1,0.0,-0.75
431,1,2.9888957734106425,1.0,-1,-1.0,0.0
432,1,4.728895773410518,0.0,1,0.0,-0.25
433,1,1.8808957734107643,1.0,-1,-1.0,-0.5
434,1,3.2348957734106154,0.0,1,0.0,-0.5
435,1,0.9508957734107975,0.0,-1,1.0,-0.5
436,1,1.1928957734107977,0.0,1,-1.0,-0.25
437,1,1.2538957734107976,0.0,-1,-1.0,-0.75
438,1,2.138895773410736,1.0,1,0.0,-0.5
439,1,2.240895773410725,0.0,-1,-1.0,-1.0
440,1,1.2598957734107976,0.0,1,0.0,0.0
441,1,1.6068957734107945,1.0,-1,0.0,-0.25
442,1,1.864895773410766,1.0,1,0.0,-0.25
443,1,1.3848957734107978,0.0,-1,-1.0,0.0
444,1,1.5198957734107978,1.0,1,0.0,0.0
445,1,2.0368957734107473,1.0,-1,0.0,0.0
446,1,1.8978957734107624,1.0,1,-1.0,-0.25
447,1,1.1038957734107975,1.0,-1,0.0,-0.25
448,1,1.2858957734107976,0.0,1,0.0,-0.25
449,1,1.6508957734107896,1.0,-1,0.0,-0.25
450,1,1.7038957734107838,0.0,1,-1.0,-0.25
451,1,1.2228957734107975,1.0,-1,-1.0,-0.25
452,1,5.334895773410721,1.0,1,0.0,-0.25
453,1,3.1358957734106263,0.0,-1,1.0,-0.5
454,1,2.9608957734106456,0.0,1,0.0,-0.25
455,1,1.4338957734107978,0.0,-1,-1.0,0.0
456,1,1.1238957734107975,0.0,1,-1.0,-0.5
457,1,3.4438957734105924,0.0,-1,0.0,-0.5
458,1,1.3958957734107977,1.0,1,0.0,-0.5
459,1,1.2008957734107977,0.0,-1,1.0,-0.25
460,1,2.0518957734107452,0.0,1,0.0,-0.25
461,1,1.2718957734107976,0.0,-1,1.0,-0.5
462,1,4.300895773410498,0.0,1,1.0,-0.5
463,1,1.4278957734107978,0.0,-1,1.0,-0.25
464,1,1.4188957734107976,1.0,1,1.0,-0.25
465,1,1.7408957734107797,1.0,-1,-1.0,-0.25
466,1,0.8798957734107973,0.0,1,-1.0,0.0
467,1,4.242895773410504,0.0,-1,0.0,0.0
468,1,2.0838957734107417,0.0,1,0.0,0.0
469,1,1.8998957734107622,0.0,-1,0.0,0.0
470,1,2.5598957734106893,1.0,1,0.0,-0.25
471,1,2.1548957734107343,1.0,-1,-1.0,0.25
472,1,2.1468957734107352,1.0,1,1.0,-0.25
473,2,4.45002883696533,0.0,-1,2.0,-0.25
474,2,1.3140288369655442,1.0,1,-2.0,-0.5
475,2,2.999028836965359,1.0,-1,-1.0,0.25
476,2,0.9680288369655615,0.0,1,-2.0,-0.25
477,2,1.6270288369655097,0.0,-1,4.0,-0.5
478,2,3.333028836965322,0.0,1,-1.0,-0.25
479,2,4.032028836965245,0.0,-1,0.0,0.0
480,2,0.7840288369655614,0.0,1,-4.0,-0.25
481,2,2.2570288369654405,0.0,-1,-2.0,-0.25
482,2,1.0710288369655616,1.0,1,4.0,0.25
483,2,1.5310288369655203,1.0,-1,-2.0,-0.25
484,2,1.914028836965478,0.0,1,-4.0,0.0
485,2,2.7370288369653877,1.0,-1,0.0,1.0
486,2,8.229028836966526,0.0,1,-2.0,0.5
487,2,2.832028836965377,0.0,-1,2.0,0.0
488,2,1.307028836965545,0.0,1,-2.0,0.25
489,2,1.7380288369654975,1.0,-1,-1.0,0.25
490,2,2.3200288369654336,0.0,1,-1.0,0.5
491,2,6.138028836965893,1.0,-1,-1.0,0.25
492,2,0.6990288369655613,1.0,1,0.0,0.25
493,2,1.1860288369655583,0.0,-1,5.0,-0.25
494,2,2.832028836965377,0.0,1,-1.0,-0.25
495,2,1.7810288369654927,0.0,-1,-1.0,-0.25
496,2,3.287028836965327,1.0,1,3.0,0.25
497,2,1.80502883696549,0.0,-1,2.0,-0.25
