,sbj,rt,ch,goal,value_diff,gaze_diff
95,0,2.211659630775407,0.0,1,-10.0,-0.25
96,0,4.801659630775122,0.0,-1,10.0,-0.25
97,0,2.5096596307753742,1.0,1,10.0,0.0
98,0,2.2366596307754048,1.0,-1,0.0,0.25
99,0,2.816659630775341,0.0,1,0.0,-0.5
100,0,2.203659630775408,1.0,-1,-10.0,0.0
101,0,1.8176596307754507,0.0,1,-10.0,-0.25
102,0,1.6086596307754522,1.0,-1,-10.0,0.25
103,0,3.830659630775229,1.0,1,-10.0,-0.25
104,0,4.0986596307752,0.0,-1,5.0,0.25
105,0,2.216659630775407,1.0,1,5.0,0.0
106,0,2.8126596307753413,0.0,-1,-5.0,0.0
107,0,1.4866596307754523,1.0,1,-5.0,-0.25
108,0,3.016659630775319,0.0,-1,15.0,-0.25
109,0,1.492659630775452,1.0,1,15.0,0.25
110,0,2.3536596307753914,1.0,-1,10.0,-0.5
111,0,5.075659630775213,1.0,1,10.0,-0.25
112,0,2.18865963077541,0.0,-1,15.0,-0.5
113,0,1.5866596307754524,1.0,1,15.0,0.0
114,0,5.418659630775328,0.0,-1,-20.0,-0.25
115,0,1.7876596307754524,0.0,1,-20.0,-0.25
116,0,1.91365963077544,1.0,-1,5.0,0.25
117,0,1.7536596307754524,0.0,1,5.0,0.0
118,0,2.4156596307753846,1.0,-1,-5.0,-0.25
119,0,2.060659630775424,1.0,1,-5.0,-0.25
120,0,2.175659630775411,0.0,-1,20.0,0.25
121,0,2.221659630775406,1.0,1,20.0,0.0
122,0,2.4566596307753805,1.0,-1,15.0,0.0
123,0,1.5536596307754522,1.0,1,15.0,-0.25
124,0,3.4916596307752665,1.0,-1,-10.0,-0.25
125,0,2.897659630775332,0.0,1,-10.0,-0.25
126,0,1.7406596307754523,0.0,-1,-15.0,0.0
127,0,1.284659630775452,1.0,1,-15.0,-0.5
128,0,2.065659630775423,1.0,-1,-15.0,0.0
129,0,2.496659630775376,0.0,1,-15.0,-0.5
130,0,3.9626596307752147,1.0,-1,-15.0,0.25
131,0,2.226659630775406,0.0,1,-15.0,-0.5
132,0,3.5646596307752585,0.0,-1,5.0,0.0
133,0,2.91365963077533,1.0,1,5.0,-0.25
134,0,1.8496596307754471,0.0,-1,10.0,0.0
135,0,1.404659630775452,1.0,1,10.0,-0.5
136,0,2.934659630775328,0.0,-1,0.0,-0.25
137,0,1.201659630775452,0.0,1,0.0,-0.5
138,0,5.51565963077536,1.0,-1,-20.0,-0.25
139,0,1.6026596307754524,1.0,1,-20.0,-0.25
140,0,1.6006596307754521,0.0,-1,20.0,-0.5
141,0,1.371659630775452,1.0,1,20.0,0.0
142,0,1.5476596307754522,0.0,-1,-5.0,-0.25
143,0,3.378659630775279,1.0,1,-5.0,-0.5
144,0,2.701659630775353,1.0,-1,15.0,0.25
145,0,1.468659630775452,1.0,1,15.0,-0.25
146,0,6.826659630775798,1.0,-1,5.0,0.25
147,0,1.6536596307754523,1.0,1,5.0,-0.25
148,0,1.5986596307754524,0.0,-1,5.0,-0.25
149,0,2.2696596307754007,1.0,1,5.0,0.0
150,0,3.55065963077526,1.0,-1,-5.0,0.0
151,0,1.82465963077545,0.0,1,-5.0,-0.25
152,0,3.413659630775275,1.0,-1,5.0,0.0
153,0,2.2206596307754065,1.0,1,5.0,0.0
154,0,1.850659630775447,0.0,-1,10.0,-0.25
155,0,2.4436596307753815,1.0,1,10.0,-0.5
156,0,2.0386596307754266,0.0,-1,5.0,0.0
157,0,1.7336596307754524,1.0,1,5.0,0.25
158,0,2.4436596307753815,1.0,-1,-10.0,0.5
159,0,4.404659630775166,1.0,1,-10.0,0.0
160,0,2.334659630775394,0.0,-1,10.0,-0.25
161,0,2.588659630775366,1.0,1,10.0,0.5
162,0,2.6126596307753633,1.0,-1,-5.0,-0.25
163,0,2.016659630775429,1.0,1,-5.0,-0.5
164,0,3.069659630775313,0.0,-1,5.0,-0.25
165,0,2.7306596307753503,1.0,1,5.0,0.0
166,0,9.437659630776105,1.0,-1,-10.0,0.0
167,0,2.129659630775416,0.0,1,-10.0,-0.25
168,0,2.0456596307754253,0.0,-1,-10.0,-0.25
169,0,3.2716596307752908,1.0,1,-10.0,-0.5
170,0,1.7256596307754524,1.0,-1,-15.0,0.0
171,0,2.0286596307754277,1.0,1,-15.0,-0.5
172,0,3.1396596307753053,0.0,-1,10.0,0.0
173,0,1.5776596307754522,1.0,1,10.0,0.0
174,0,2.7766596307753453,1.0,-1,-10.0,0.0
175,0,1.7936596307754524,0.0,1,-10.0,0.25
176,0,4.242659630775184,1.0,-1,-10.0,-0.25
177,0,2.4896596307753764,1.0,1,-10.0,-0.5
178,0,2.9816596307753227,0.0,-1,15.0,0.0
179,0,2.82265963077534,1.0,1,15.0,0.0
180,0,2.8936596307753324,1.0,-1,0.0,0.0
181,0,2.054659630775425,0.0,1,0.0,-0.25
182,0,5.510659630775359,0.0,-1,-10.0,-0.25
183,0,3.4086596307752757,0.0,1,-10.0,0.0
184,0,2.00865963077543,0.0,-1,15.0,-0.25
185,0,2.6236596307753617,1.0,1,15.0,0.0
186,0,2.3486596307753924,0.0,-1,5.0,-0.25
187,0,3.240659630775294,1.0,1,5.0,0.0
188,0,7.10165963077589,0.0,-1,-10.0,-0.25
189,0,1.6986596307754525,0.0,1,-10.0,-0.25
190,0,3.1366596307753056,0.0,-1,10.0,0.25
191,0,2.7006596307753536,1.0,1,10.0,-0.5
192,0,3.9086596307752206,1.0,-1,-15.0,-0.5
193,0,4.049659630775205,0.0,1,-15.0,-0.5
194,0,3.5006596307752655,0.0,-1,10.0,0.0
195,0,2.2516596307754027,1.0,1,10.0,-0.25
196,0,3.5846596307752563,0.0,-1,0.0,-0.5
197,0,3.6736596307752465,1.0,1,0.0,0.25
198,0,1.4816596307754522,0.0,-1,5.0,-0.25
199,0,4.764659630775126,1.0,1,5.0,0.25
200,0,2.604659630775364,1.0,-1,0.0,-0.25
201,0,1.986659630775432,1.0,1,0.0,-0.25
202,0,2.5816596307753663,1.0,-1,0.0,0.25
203,0,1.6806596307754522,1.0,1,0.0,-0.5
204,0,3.758659630775237,0.0,-1,10.0,-0.5
205,0,3.305659630775287,1.0,1,10.0,0.25
206,0,3.8026596307752323,0.0,-1,0.0,-0.25
207,0,6.732659630775767,0.0,1,0.0,0.0
208,0,2.8556596307753366,0.0,-1,-5.0,-0.25
209,0,3.6026596307752543,0.0,1,-5.0,-0.25
210,0,2.1516596307754137,0.0,-1,0.0,-0.25
211,0,2.1796596307754106,0.0,1,0.0,0.0
212,0,1.9006596307754415,0.0,-1,-5.0,-0.5
213,0,1.7456596307754524,0.0,1,-5.0,-0.25
214,0,2.9036596307753313,1.0,-1,0.0,-0.25
215,0,2.7996596307753423,1.0,1,0.0,-0.25
216,0,2.0006596307754307,0.0,-1,10.0,-0.25
217,0,1.5186596307754523,1.0,1,10.0,0.0
218,0,3.7996596307752326,1.0,-1,-5.0,-0.25
219,0,2.2796596307753996,1.0,1,-5.0,-0.5
220,0,1.6926596307754522,1.0,-1,-10.0,-0.25
221,0,2.1226596307754173,0.0,1,-10.0,-0.5
222,0,1.895659630775442,0.0,-1,15.0,-0.25
223,0,1.7756596307754524,0.0,1,15.0,0.0
224,0,4.921659630775162,1.0,-1,-15.0,-0.25
225,0,3.3026596307752873,0.0,1,-15.0,0.25
226,0,2.8096596307753416,0.0,-1,10.0,-0.25
227,0,2.6956596307753538,1.0,1,10.0,-0.5
228,0,2.011659630775429,0.0,-1,10.0,-0.25
229,0,2.9446596307753268,1.0,1,10.0,0.25
230,0,4.471659630775159,0.0,-1,5.0,-0.25
231,0,1.4716596307754521,1.0,1,5.0,-0.25
232,0,3.070659630775313,0.0,-1,0.0,-0.25
233,0,2.4206596307753845,1.0,1,0.0,0.0
234,0,3.6656596307752474,0.0,-1,-5.0,0.0
235,0,2.560659630775369,1.0,1,-5.0,0.0
236,1,18.32801897334798,0.0,-1,20.0,0.0
237,1,10.244018973351176,1.0,1,20.0,0.0
238,1,7.3960189733507935,0.0,-1,5.0,0.25
239,1,7.574018973350853,1.0,1,5.0,0.0
240,1,7.853018973350946,1.0,-1,-5.0,0.0
241,1,5.780018973350254,0.0,1,-5.0,-0.75
242,1,3.231018973350457,1.0,-1,-5.0,0.25
243,1,14.212018973348977,0.0,1,-5.0,-0.5
244,1,3.2150189733504586,0.0,-1,10.0,-0.5
245,1,6.244018973350409,0.0,1,10.0,-0.75
246,1,7.3720189733507855,0.0,-1,0.0,-0.25
247,1,9.57301897335152,0.0,-1,0.0,-0.25
248,1,6.521018973350501,0.0,1,0.0,-0.5
249,1,6.451018973350478,1.0,-1,-20.0,0.0
250,1,2.936018973350489,1.0,1,-20.0,0.0
251,1,7.485018973350823,0.0,-1,0.0,-0.25
252,1,2.5000189733505254,1.0,1,0.0,0.25
253,1,11.976018973350216,0.0,-1,-10.0,0.0
254,1,4.208018973350349,0.0,-1,5.0,0.0
255,1,5.7910189733502575,0.0,1,5.0,-0.25
256,1,11.530018973350463,1.0,-1,5.0,0.0
257,1,6.491018973350491,1.0,1,5.0,-0.25
258,1,10.45401897335106,1.0,-1,5.0,-0.25
259,1,12.934018973349685,1.0,1,5.0,1.0
260,1,8.649018973351211,0.0,-1,-5.0,-0.25
261,1,9.700018973351478,0.0,1,-5.0,-0.25
262,1,2.977018973350485,0.0,-1,15.0,-0.25
263,1,5.122018973350249,1.0,1,15.0,-0.75
264,1,11.296018973350593,1.0,-1,-10.0,0.25
265,1,4.544018973350312,1.0,1,-10.0,-0.75
266,1,5.089018973350252,0.0,-1,15.0,-0.5
267,1,17.22201897334731,1.0,1,15.0,0.0
268,1,4.166018973350354,1.0,-1,-5.0,0.0
269,1,7.600018973350862,0.0,1,-5.0,0.75
270,1,6.27701897335042,1.0,-1,10.0,-0.5
271,1,4.408018973350327,1.0,1,10.0,-0.75
272,1,11.93301897335024,0.0,-1,-5.0,0.0
273,1,18.829018973348592,0.0,1,-5.0,-0.25
274,1,4.673018973350298,1.0,-1,-10.0,0.0
275,1,5.151018973350245,0.0,1,-10.0,0.0
276,1,4.808018973350283,0.0,-1,5.0,-0.5
277,1,4.900018973350273,0.0,1,5.0,-0.5
278,1,20.248018973350327,0.0,-1,5.0,0.0
279,1,5.7880189733502565,0.0,1,5.0,-0.5
280,1,7.50601897335083,0.0,-1,10.0,0.0
281,1,3.8250189733503914,1.0,1,10.0,-0.25
282,1,7.9200189733509685,0.0,-1,5.0,0.0
283,1,3.5660189733504195,0.0,1,5.0,0.0
284,1,7.496018973350827,0.0,-1,5.0,0.0
285,1,3.519018973350425,1.0,1,5.0,0.25
286,1,13.760018973349228,1.0,-1,-5.0,0.25
287,1,5.130018973350248,0.0,1,-5.0,-0.5
288,1,6.2400189733504074,1.0,-1,0.0,0.0
289,1,4.9410189733502685,1.0,-1,-20.0,0.0
290,1,5.149018973350246,1.0,-1,-20.0,0.0
291,1,3.9890189733503734,0.0,1,-20.0,-0.25
292,1,11.693018973350373,1.0,-1,-15.0,0.25
293,1,5.349018973350224,1.0,1,-15.0,-0.5
294,1,8.28901897335109,0.0,-1,20.0,-0.75
295,1,5.46801897335021,1.0,1,20.0,-0.25
296,1,6.558018973350514,1.0,-1,15.0,-0.5
297,1,8.361018973351115,1.0,1,15.0,0.25
298,1,5.890018973350291,0.0,-1,0.0,-0.25
299,1,3.684018973350407,1.0,1,0.0,-0.5
300,1,7.155018973350713,0.0,-1,-5.0,0.0
301,1,3.4480189733504325,0.0,1,-5.0,0.0
302,1,12.525018973349912,1.0,-1,-5.0,-0.25
303,1,3.7990189733503943,1.0,1,-5.0,0.0
304,1,4.991018973350263,0.0,-1,-15.0,0.0
305,1,13.282018973349492,0.0,1,-15.0,-0.25
306,1,3.0500189733504763,1.0,-1,0.0,0.25
307,1,5.420018973350215,1.0,1,0.0,-0.25
308,1,3.6260189733504133,1.0,-1,-15.0,0.25
309,1,6.016018973350333,1.0,1,-15.0,0.0
310,1,5.145018973350246,0.0,-1,20.0,-0.25
311,1,2.7140189733505133,1.0,1,20.0,-0.25
312,1,18.588018973348298,0.0,-1,-20.0,0.0
313,1,18.381018973348045,1.0,1,-20.0,0.0
314,1,4.6280189733503025,1.0,-1,10.0,-0.25
315,1,18.88401897334866,1.0,1,10.0,0.0
316,1,8.338018973351108,0.0,-1,-5.0,-0.25
317,1,5.209018973350239,0.0,1,-5.0,0.0
318,1,20.061018973350098,1.0,-1,-10.0,0.5
319,1,5.031018973350259,0.0,1,-10.0,-0.25
320,1,6.287018973350423,0.0,-1,5.0,-0.25
321,1,4.0150189733503705,1.0,1,5.0,0.0
322,1,15.77701897334811,0.0,-1,-5.0,0.0
323,1,11.402018973350534,0.0,1,-5.0,-0.25
324,1,3.1380189733504666,1.0,-1,-15.0,-0.5
325,1,3.01901897335048,0.0,1,-15.0,0.0
326,1,4.698018973350296,1.0,-1,-5.0,-0.5
327,1,6.511018973350498,1.0,1,-5.0,0.0
328,1,5.97801897335032,1.0,-1,20.0,-0.25
329,1,5.301018973350229,1.0,1,20.0,-0.25
330,1,21.525018973351887,1.0,-1,-10.0,0.0
331,1,8.989018973351325,0.0,1,-10.0,-0.25
332,1,10.210018973351195,0.0,-1,10.0,-0.25
333,1,3.013018973350481,1.0,1,10.0,0.0
334,1,4.916018973350271,1.0,-1,0.0,-0.75
335,1,5.102018973350251,1.0,1,0.0,-0.5
336,1,3.300018973350449,0.0,-1,-10.0,0.0
337,1,8.626018973351204,1.0,1,-10.0,0.0
338,1,5.066018973350255,1.0,-1,-10.0,0.25
339,1,6.081018973350354,0.0,1,-10.0,-0.25
340,1,8.730018973351239,1.0,-1,5.0,-0.25
341,1,4.378018973350331,1.0,1,5.0,0.0
342,1,5.607018973350196,1.0,-1,-5.0,0.0
343,1,4.173018973350353,1.0,1,-5.0,0.0
344,1,4.448018973350322,0.0,-1,15.0,-0.5
345,1,4.559018973350311,1.0,1,15.0,-0.25
346,1,3.9330189733503795,0.0,-1,10.0,-0.5
347,1,12.643018973349847,1.0,1,10.0,0.0
348,1,8.128018973351038,0.0,-1,15.0,-0.25
349,1,5.172018973350243,1.0,1,15.0,0.0
350,1,4.737018973350291,0.0,-1,-20.0,-0.25
351,1,6.805018973350596,1.0,1,-20.0,-0.25
352,1,10.583018973350988,0.0,-1,5.0,-0.25
353,1,5.334018973350226,1.0,1,5.0,-0.25
354,1,5.772018973350251,0.0,-1,-5.0,0.0
355,1,14.413018973348866,0.0,1,-5.0,0.0
356,1,5.882018973350288,0.0,-1,20.0,-0.75
357,1,4.339018973350335,0.0,1,20.0,0.0
358,1,12.441018973349959,0.0,-1,15.0,-0.25
359,1,8.015018973351001,0.0,1,15.0,0.0
360,1,7.568018973350851,1.0,-1,-10.0,-0.25
361,1,3.6870189733504066,0.0,1,-10.0,0.0
362,1,36.082018973360874,1.0,-1,-15.0,0.0
363,1,5.901018973350294,0.0,1,-15.0,-0.25
364,1,3.5200189733504246,0.0,-1,-15.0,0.25
365,1,3.454018973350432,1.0,1,-15.0,0.0
366,1,7.23701897335074,1.0,-1,-15.0,0.25
367,1,6.184018973350389,0.0,1,-15.0,0.0
368,1,6.643018973350542,1.0,-1,5.0,0.0
369,1,17.52501897334714,1.0,1,5.0,0.0
370,1,5.306018973350229,0.0,-1,10.0,-0.25
371,1,3.9700189733503755,1.0,1,10.0,0.0
372,1,7.915018973350967,1.0,-1,0.0,-0.25
373,1,4.138018973350357,0.0,1,0.0,-0.25
374,1,9.42201897335147,0.0,-1,-20.0,0.0
375,1,11.859018973350281,0.0,1,-20.0,-0.25
376,1,6.8930189733506255,1.0,-1,20.0,-0.25
377,1,4.758018973350289,0.0,1,20.0,0.0
378,1,2.7810189733505064,1.0,-1,-5.0,0.0
379,1,9.536018973351508,0.0,1,-5.0,0.0
380,1,5.470018973350211,0.0,-1,15.0,-0.5
381,1,3.431018973350435,1.0,1,15.0,-0.25
382,1,32.45101897336524,0.0,-1,5.0,0.0
383,1,12.210018973350087,1.0,1,5.0,0.0
384,1,6.164018973350382,1.0,-1,5.0,0.0
385,1,5.01501897335026,1.0,1,5.0,0.0
386,1,7.660018973350882,1.0,-1,-5.0,0.0
387,1,13.436018973349407,1.0,1,-5.0,0.0
388,1,6.106018973350363,0.0,-1,5.0,0.0
389,1,5.230018973350237,1.0,1,5.0,0.0
390,1,4.087018973350363,1.0,-1,10.0,-0.25
391,1,4.047018973350367,1.0,1,10.0,0.0
392,1,3.1270189733504683,0.0,-1,5.0,0.0
393,1,7.844018973350943,0.0,1,5.0,0.0
394,1,9.198018973351395,1.0,-1,-10.0,0.25
395,1,8.470018973351152,1.0,1,-10.0,-0.25
396,1,4.711018973350294,0.0,-1,10.0,-0.25
397,1,4.207018973350349,1.0,1,10.0,0.0
398,1,8.64201897335121,1.0,-1,-5.0,0.0
399,1,6.7850189733505895,1.0,1,-5.0,0.25
400,1,7.092018973350692,0.0,-1,5.0,-0.25
401,1,13.346018973349457,1.0,1,5.0,0.0
402,1,4.989018973350263,1.0,-1,-10.0,0.0
403,1,6.3420189733504415,1.0,1,-10.0,0.0
404,1,10.961018973350779,1.0,-1,-10.0,-0.25
405,1,11.315018973350583,0.0,1,-10.0,0.0
406,1,6.713018973350565,0.0,-1,-15.0,0.0
407,1,11.66101897335039,0.0,1,-15.0,0.25
408,1,3.8140189733503926,0.0,-1,10.0,0.0
409,1,9.638018973351512,1.0,1,10.0,-0.25
410,1,6.856018973350613,0.0,-1,-10.0,0.0
411,1,3.1630189733504643,0.0,1,-10.0,0.25
412,1,4.965018973350266,1.0,-1,-10.0,0.0
413,1,12.359018973350004,1.0,1,-10.0,0.0
414,1,6.792018973350592,0.0,-1,15.0,-0.25
415,1,6.72601897335057,1.0,1,15.0,0.0
416,1,6.885018973350623,0.0,-1,0.0,0.0
417,1,8.423018973351137,0.0,1,0.0,-0.25
418,1,16.89701897334749,1.0,-1,-10.0,0.0
419,1,9.439018973351477,1.0,1,-10.0,0.0
420,1,10.799018973350869,1.0,-1,15.0,-0.25
421,1,4.2510189733503445,1.0,1,15.0,0.0
422,1,7.124018973350703,0.0,-1,5.0,-0.25
423,1,6.605018973350529,1.0,1,5.0,-0.25
424,1,16.17401897334789,0.0,-1,-10.0,-0.25
425,1,6.748018973350577,1.0,1,-10.0,0.0
426,1,38.690018973354796,0.0,-1,10.0,-0.25
427,1,8.835018973351275,0.0,1,10.0,-0.25
428,1,5.29301897335023,1.0,-1,-15.0,0.0
429,1,11.733018973350351,0.0,1,-15.0,-0.25
430,1,15.212018973348423,1.0,-1,10.0,0.0
431,1,3.183018973350462,0.0,1,10.0,0.0
432,1,14.246018973348958,1.0,-1,0.0,-0.5
433,1,3.9990189733503723,1.0,1,0.0,0.0
434,1,8.290018973351092,0.0,-1,5.0,-0.25
435,1,3.578018973350418,1.0,1,5.0,0.0
436,1,5.744018973350242,0.0,-1,0.0,-0.25
437,1,25.950018973357295,1.0,1,0.0,0.0
438,1,6.380018973350454,0.0,-1,0.0,0.0
439,1,4.761018973350288,1.0,1,0.0,-0.5
440,1,5.525018973350204,1.0,-1,10.0,-0.25
441,1,4.007018973350371,1.0,1,10.0,0.25
442,1,7.024018973350669,1.0,-1,0.0,0.0
443,1,3.8870189733503846,1.0,1,0.0,-0.25
444,1,5.79901897335026,1.0,-1,-5.0,-0.25
445,1,8.43201897335114,0.0,1,-5.0,0.25
446,1,5.676018973350219,1.0,-1,0.0,-0.25
447,1,10.414018973351082,1.0,1,0.0,0.0
448,1,4.1510189733503555,1.0,-1,-5.0,0.0
449,1,3.673018973350408,0.0,1,-5.0,-0.25
450,1,4.479018973350319,1.0,-1,0.0,0.0
451,1,7.060018973350681,0.0,1,0.0,0.0
452,1,16.85901897334751,0.0,-1,10.0,-0.5
453,1,5.667018973350216,1.0,1,10.0,0.0
454,1,31.931018973364605,1.0,-1,-5.0,0.0
455,1,7.77501897335092,0.0,1,-5.0,-0.25
456,1,17.377018973347223,1.0,-1,-10.0,0.0
457,1,5.745018973350242,1.0,1,-10.0,0.0
458,1,16.44501897334774,0.0,-1,15.0,-0.5
459,1,8.813018973351266,1.0,1,15.0,0.0
460,1,4.909018973350272,1.0,-1,-15.0,0.0
461,1,7.786018973350924,1.0,1,-15.0,-0.25
462,1,18.207018973347832,0.0,-1,10.0,-0.25
463,1,4.400018973350328,0.0,1,10.0,-0.5
464,1,5.542018973350203,1.0,-1,10.0,0.0
465,1,4.537018973350313,1.0,1,10.0,0.0
466,1,7.374018973350786,1.0,-1,5.0,-0.25
467,1,10.934018973350794,1.0,1,5.0,-0.25
468,1,3.5450189733504223,0.0,-1,0.0,-0.5
469,1,9.24401897335141,1.0,1,0.0,0.25
470,1,4.926018973350271,0.0,-1,-5.0,-0.25
471,1,10.306018973351142,1.0,1,-5.0,-0.25
472,2,3.7168867774007586,0.0,-1,20.0,0.0
473,2,4.021886777400725,1.0,1,20.0,0.0
474,2,2.0438867774009424,0.0,-1,5.0,-0.5
475,2,10.096886777401249,1.0,1,5.0,0.0
476,2,3.314886777400803,0.0,-1,-5.0,-0.5
477,2,3.2718867774008076,0.0,1,-5.0,0.5
478,2,2.9928867774008383,0.0,-1,-5.0,0.0
479,2,2.3318867774009107,0.0,1,-5.0,-0.5
480,2,1.638886777400971,0.0,-1,10.0,-0.25
481,2,2.658886777400875,1.0,1,10.0,0.25
482,2,2.101886777400936,0.0,-1,0.0,0.0
483,2,2.6398867774008767,0.0,1,0.0,0.0
484,2,2.206886777400925,0.0,-1,0.0,-0.25
485,2,4.220886777400703,0.0,1,0.0,0.0
486,2,3.3388867774008,1.0,-1,-20.0,0.25
487,2,1.894886777400959,0.0,1,-20.0,-0.25
488,2,3.212886777400814,1.0,-1,0.0,0.25
489,2,3.5018867774007822,1.0,-1,-10.0,0.25
490,2,10.348886777401109,0.0,1,-10.0,0.0
491,2,3.0528867774008317,1.0,-1,5.0,0.0
492,2,3.6638867774007644,0.0,1,5.0,0.25
493,2,5.584886777400908,1.0,-1,5.0,0.0
494,2,2.299886777400914,0.0,1,5.0,0.25
495,2,5.20088677740078,1.0,-1,5.0,-0.5
496,2,2.3598867774009076,1.0,1,5.0,-0.25
497,2,2.1388867774009324,1.0,-1,-5.0,0.0
498,2,5.207886777400782,1.0,1,-5.0,0.0
499,2,4.3398867774006895,0.0,-1,15.0,-0.25
