,sbj,rt,ch,value_diff,gaze_diff
335,3,1.3484486832618718,1.0,3.0,1.0
336,3,1.4394486832618718,0.0,-1.0,1.0
337,3,1.7974486832618706,0.0,-3.0,1.0
338,4,1.1789820713996892,1.0,0.0,0.5
339,4,0.7669820713996891,1.0,1.0,0.5
340,4,2.7819820713995305,0.0,-3.0,-0.25
341,4,2.5439820713995567,0.0,2.0,-0.25
342,4,1.2159820713996894,1.0,4.0,-0.25
343,4,0.7019820713996889,0.0,-3.0,-0.25
344,4,1.7689820713996418,1.0,-1.0,0.5
345,4,2.6569820713995442,0.0,1.0,-0.5
346,4,2.8099820713995274,1.0,3.0,0.5
347,4,1.8089820713996374,0.0,-2.0,0.0
348,4,3.0109820713995052,0.0,-4.0,0.0
349,4,1.4439820713996776,1.0,5.0,0.0
350,4,1.3279820713996895,1.0,1.0,-0.25
351,4,1.394982071399683,0.0,-4.0,-0.25
352,4,1.1829820713996893,0.0,-3.0,0.25
353,4,2.5649820713995544,0.0,0.0,-0.5
354,4,0.775982071399689,1.0,5.0,0.0
355,4,1.2119820713996894,1.0,5.0,0.25
356,4,1.349982071399688,0.0,-3.0,0.5
357,4,1.1229820713996892,1.0,3.0,0.5
358,4,0.6539820713996889,1.0,-2.0,0.0
359,4,1.3289820713996896,1.0,3.0,0.25
360,4,2.549982071399556,0.0,-3.0,-0.5
361,4,1.657982071399654,1.0,-1.0,0.25
362,4,1.7989820713996385,0.0,-3.0,0.5
363,4,0.8899820713996891,0.0,-4.0,-1.0
364,4,2.341982071399579,0.0,2.0,0.0
365,4,2.0029820713996163,0.0,5.0,0.5
366,4,0.9849820713996892,1.0,1.0,0.25
367,4,1.758982071399643,1.0,2.0,0.25
368,4,0.9579820713996892,1.0,3.0,0.0
369,4,0.6839820713996889,1.0,2.0,0.5
370,4,2.342982071399579,0.0,0.0,-0.25
371,4,1.8739820713996302,1.0,1.0,0.0
372,4,0.781982071399689,1.0,-1.0,0.25
373,4,1.2989820713996894,0.0,4.0,-0.25
374,4,1.1439820713996893,1.0,3.0,0.5
375,4,1.1499820713996893,1.0,1.0,-0.5
376,4,1.593982071399661,0.0,0.0,0.5
377,4,2.135982071399601,0.0,0.0,0.25
378,4,2.702982071399539,0.0,-3.0,-0.5
379,4,1.3319820713996895,0.0,-1.0,-0.5
380,4,1.42198207139968,1.0,1.0,0.25
381,4,1.766982071399642,0.0,-1.0,0.5
382,4,1.431982071399679,0.0,-5.0,0.25
383,4,1.3069820713996894,0.0,-4.0,0.0
384,4,1.0679820713996893,1.0,4.0,1.0
385,4,0.9959820713996892,0.0,-2.0,-0.25
386,4,2.930982071399514,0.0,0.0,-0.75
387,4,3.3979820713994626,0.0,0.0,0.25
388,4,0.9059820713996891,1.0,3.0,0.0
389,4,2.106982071399605,0.0,-3.0,-0.5
390,4,1.502982071399671,0.0,2.0,0.0
391,4,1.0869820713996892,1.0,4.0,-0.5
392,4,1.430982071399679,1.0,3.0,0.75
393,4,2.404982071399572,0.0,-1.0,0.0
394,4,1.2929820713996896,1.0,4.0,-0.25
395,4,0.9249820713996891,0.0,-3.0,0.25
396,4,1.2709820713996893,1.0,0.0,0.0
397,4,1.2269820713996893,1.0,3.0,0.5
398,4,0.5429820713996889,0.0,-5.0,-0.5
